eval_n,fit_status,k,x0
7,ok,29.599688018006113,0.0858618832884622
10,ok,41.840264170437955,0.05399076975221113
17,ok,70.38460241806791,0.03361846232916731
30,ok,124.67066394497822,0.018508317453919215
50,ok,216.3268249555144,0.01153703884875187
80,ok,302.39752052357596,0.008294127533465935
