scale
0.20252943704955248
0.22387106067414192
0.24521268429873133
0.3091414061052886
0.3445777891237542
0.44993288171326895
0.5198763719717437
0.5262697893275229
0.5347571747707568
0.6117002179994384
0.6486120431472182
0.685523868294998
