eval_n,fit_status,k,x0
4,ok,1.7756486653068382,0.7656612608694376
7,ok,17.722896728510403,0.17457872189817852
10,ok,27.285432855978936,0.11649792329455971
30,ok,53.631611069768205,0.04797275768937765
50,ok,70.3876966493359,0.029400622009699832
80,ok,179.827991988546,0.016706709031864442
