scale
0.31783872541515024
0.3200880637713222
0.3223374021274942
0.33581035423761585
0.3369350234157018
0.33805969259378776
0.5022285705116242
0.5033532396897102
0.5044779088677962
0.5629837841551772
0.5919985052766512
0.6210132263981251
