pilot_n,eval_n,scale,true_omega2,power,mode
50,80,0.0048231174095016,0.0,0.16666666666666666,fixed_midpoint
50,80,0.039215159950854395,0.0009538646121520306,0.0,fixed_midpoint
50,80,0.05444763653392925,0.002520720817271653,0.16666666666666666,fixed_midpoint
50,80,0.0696801131170041,0.0035044762961032446,0.0,fixed_midpoint
50,80,0.11591558840835531,0.008383848416726887,0.08333333333333333,fixed_midpoint
50,80,0.17284623723828724,0.023958376101110592,0.5833333333333334,fixed_midpoint
50,80,0.17993800617003597,0.022765814155016887,0.3333333333333333,fixed_midpoint
50,80,0.23185368469795503,0.03953807001524587,0.9166666666666666,fixed_midpoint
50,80,0.25257058167756763,0.04346445876841959,0.9166666666666666,fixed_midpoint
50,80,0.27328747865718017,0.05510998112338016,1.0,fixed_midpoint
