modality,split,metric,value
protein,189,distance,0.2505050505050505
protein,189,dispersion,0.2832080200501253
protein,189,omega2,0.7247171345560821
protein,189,deff,0.22653446910381925
protein,189,tf_topology,0.21303258145363407
protein,189,source_r2,0.02661086037806623
protein,190,abundance,0.11233070158546765
protein,190,prevalence,0.26240451890365235
protein,190,distance,0.4505050505050505
protein,190,dispersion,0.19298245614035087
protein,190,omega2,1.0398949073151966
protein,190,deff,0.24884088082968847
protein,190,tf_topology,0.46495258242168686
protein,190,source_r2,0.032351128178915056
protein,191,abundance,0.19892162526477952
protein,191,prevalence,0.3574683869311252
protein,191,distance,0.3434343434343434
protein,191,dispersion,0.23308270676691728
protein,191,omega2,1.0433046059974547
protein,191,deff,0.1630261279376592
protein,191,tf_topology,0.8493768749806735
protein,191,source_r2,0.03376528416309309
protein,192,abundance,0.040759997432441186
protein,192,prevalence,0.1725399576352783
protein,192,distance,0.5616161616161616
protein,192,dispersion,0.23308270676691728
protein,192,omega2,1.8842090835613068
protein,192,deff,0.061290517376440215
protein,192,tf_topology,0.2857142857142857
protein,192,source_r2,0.041401688435282046
protein,193,abundance,0.07124975929135369
protein,193,prevalence,0.2009114834071507
protein,193,distance,0.26382716049382715
protein,193,dispersion,0.2882205513784461
protein,193,omega2,0.4274609848215007
protein,193,deff,0.4399528115866249
protein,193,tf_topology,0.15538847117794485
protein,193,source_r2,0.009848669377492916
protein,194,abundance,0.10186789909493554
protein,194,prevalence,0.14724950253546443
protein,194,distance,0.20505050505050504
protein,194,dispersion,0.16791979949874686
protein,194,omega2,0.19033274809414194
protein,194,deff,0.04365719958607819
protein,194,tf_topology,0.15538847117794485
protein,194,source_r2,0.013095066671547655
protein,195,abundance,0.06226330316451634
protein,195,prevalence,0.22543167083894988
protein,195,distance,0.18484848484848485
protein,195,dispersion,0.17293233082706766
protein,195,omega2,0.5770751530447413
protein,195,deff,0.0009044838736289636
protein,195,tf_topology,0.21052631578947367
protein,195,source_r2,0.016337184450395826
protein,196,abundance,0.10533410360100137
protein,196,prevalence,0.28737402914179344
protein,196,distance,0.17444444444444446
protein,196,dispersion,0.14285714285714285
protein,196,omega2,0.11827868363290175
protein,196,deff,0.3267577838695077
protein,196,tf_topology,0.42600073893058604
protein,196,source_r2,0.019989591452125893
protein,197,abundance,0.0700301688169972
protein,197,prevalence,0.21663778162911618
protein,197,distance,0.3030864197530864
protein,197,dispersion,0.3558897243107769
protein,197,omega2,0.4402506730391633
protein,197,deff,0.32107948720542745
protein,197,tf_topology,0.19298245614035087
protein,197,source_r2,0.012057587025883866
protein,198,abundance,0.0750369086590924
protein,198,prevalence,0.1387765581873034
protein,198,distance,0.14646464646464646
protein,198,dispersion,0.19298245614035087
protein,198,omega2,0.01609361896442987
protein,198,deff,0.18497613829521803
protein,198,tf_topology,0.2505582866676516
protein,198,source_r2,0.015308444867966684
protein,199,abundance,0.06515180691957123
protein,199,prevalence,0.26484369985236533
protein,199,distance,0.2080808080808081
protein,199,dispersion,0.2606516290726817
protein,199,omega2,0.1597255988775985
protein,199,deff,0.09163886947747173
protein,199,tf_topology,0.26315254134260485
protein,199,source_r2,0.015934187242641114
protein,200,abundance,0.017651967392002033
protein,200,prevalence,0.19288786186533158
protein,200,distance,0.19797979797979798
protein,200,dispersion,0.3358395989974937
protein,200,omega2,0.8375108086719134
protein,200,deff,0.19142235177368183
protein,200,tf_topology,0.13032581453634084
protein,200,source_r2,0.013805967083328152
protein,201,abundance,0.09846588356120423
protein,201,prevalence,0.16785416265485587
protein,201,distance,0.15555555555555556
protein,201,dispersion,0.21052631578947367
protein,201,omega2,0.0748527400354254
protein,201,deff,0.13994691102008253
protein,201,tf_topology,0.24060150375939848
protein,201,source_r2,0.01443665213214456
protein,202,abundance,0.12465498427370181
protein,202,prevalence,0.14975287245651203
protein,202,distance,0.37575757575757573
protein,202,dispersion,0.14285714285714285
protein,202,omega2,0.7753935573833594
protein,202,deff,0.05074579078478314
protein,202,tf_topology,0.23809523809523808
protein,202,source_r2,0.018421320370868844
protein,203,abundance,0.03376339944797491
protein,203,prevalence,0.18332370498748318
protein,203,distance,0.42828282828282827
protein,203,dispersion,0.23558897243107768
protein,203,omega2,0.8272113061716079
protein,203,deff,0.006775438172810088
protein,203,tf_topology,0.2857142857142857
protein,203,source_r2,0.01915325988318085
protein,204,abundance,0.07882405802683101
protein,204,prevalence,0.1663136273188266
protein,204,distance,0.23333333333333334
protein,204,dispersion,0.45112781954887216
protein,204,omega2,1.1871466433550126
protein,204,deff,0.004444686973641751
protein,204,tf_topology,0.24561403508771928
protein,204,source_r2,0.021982943711209228
protein,205,abundance,0.030682328775916368
protein,205,prevalence,0.20611079016624945
protein,205,distance,0.3797979797979798
protein,205,dispersion,0.15037593984962405
protein,205,omega2,0.6782654553409897
protein,205,deff,0.19276004302432864
protein,205,tf_topology,0.18796992481203006
protein,205,source_r2,0.016566489680849554
protein,206,abundance,0.01989858142371137
protein,206,prevalence,0.20822902625328965
protein,206,distance,0.1719753086419753
protein,206,dispersion,0.2606516290726817
protein,206,omega2,0.16016327663589214
protein,206,deff,0.35077298045005
protein,206,tf_topology,0.20300751879699247
protein,206,source_r2,0.015620259724328758
protein,207,abundance,0.08447268759227167
protein,207,prevalence,0.2263945054239681
protein,207,distance,0.19494949494949496
protein,207,dispersion,0.19799498746867167
protein,207,omega2,0.15634846403345992
protein,207,deff,0.3393046815392524
protein,207,tf_topology,0.22055137844611528
protein,207,source_r2,0.009941481642168553
protein,208,abundance,0.0695808460106554
protein,208,prevalence,0.26484369985236533
protein,208,distance,0.35353535353535354
protein,208,dispersion,0.21052631578947367
protein,208,omega2,0.45875546341744433
protein,208,deff,0.27066260145381754
protein,208,tf_topology,0.17293233082706766
protein,208,source_r2,0.022173081211832896
protein,209,abundance,0.12574619680338917
protein,209,prevalence,0.12548944091405095
protein,209,distance,0.2191919191919192
protein,209,dispersion,0.15789473684210525
protein,209,omega2,0.14009125637601935
protein,209,deff,0.30230122725536057
protein,209,tf_topology,0.2947995407613881
protein,209,source_r2,0.016835714524289377
protein,210,abundance,0.03427691122665122
protein,210,prevalence,0.1858912638808653
protein,210,distance,0.14747474747474748
protein,210,dispersion,0.17543859649122806
protein,210,omega2,0.49093510513008803
protein,210,deff,0.15277136466014823
protein,210,tf_topology,0.17031576646758384
protein,210,source_r2,0.013462602845491119
protein,211,abundance,0.09865845047820787
protein,211,prevalence,0.1620771551447462
protein,211,distance,0.16363636363636364
protein,211,dispersion,0.16791979949874686
protein,211,omega2,0.2924451527456808
protein,211,deff,0.3031877214587273
protein,211,tf_topology,0.22470565780903062
protein,211,source_r2,0.012828515458207533
protein,212,abundance,0.018037101226009322
protein,212,prevalence,0.22485397008793884
protein,212,distance,0.3101010101010101
protein,212,dispersion,0.21052631578947367
protein,212,omega2,0.5569890512371974
protein,212,deff,0.21002639896970035
protein,212,tf_topology,0.21553884711779447
protein,212,source_r2,0.018414315352207854
protein,213,abundance,0.25977277103793567
protein,213,prevalence,0.2563065665318698
protein,213,distance,0.37777777777777777
protein,213,dispersion,0.3082706766917293
protein,213,omega2,0.9513742711193632
protein,213,deff,0.22089053541805106
protein,213,tf_topology,0.9717405702299988
protein,213,source_r2,0.03393213369909872
protein,214,abundance,0.1191989216252648
protein,214,prevalence,0.30528275242313374
protein,214,distance,0.33024691358024694
protein,214,dispersion,0.2781954887218045
protein,214,omega2,0.3449618625302185
protein,214,deff,0.8393962967575195
protein,214,tf_topology,0.6209176021175288
protein,214,source_r2,0.0345295747165849
protein,215,abundance,0.032158675139611015
protein,215,prevalence,0.19519866486937543
protein,215,distance,0.16382716049382717
protein,215,dispersion,0.22055137844611528
protein,215,omega2,0.22147597589264142
protein,215,deff,0.028356362204390893
protein,215,tf_topology,0.16040100250626566
protein,215,source_r2,0.011639180874565464
protein,216,abundance,0.027922202965530607
protein,216,prevalence,0.19821554656909934
protein,216,distance,0.21212121212121213
protein,216,dispersion,0.3032581453634085
protein,216,omega2,0.7196547635831881
protein,216,deff,0.046551623299350336
protein,216,tf_topology,0.13032581453634084
protein,216,source_r2,0.013623348419896627
protein,217,abundance,0.08453687656460629
protein,217,prevalence,0.1563643366069709
protein,217,distance,0.33555555555555555
protein,217,dispersion,0.40350877192982454
protein,217,omega2,0.38672620929306434
protein,217,deff,0.4810262815906116
protein,217,tf_topology,0.2556390977443609
protein,217,source_r2,0.013613377749129258
protein,218,abundance,0.025932344823159426
protein,218,prevalence,0.20996212850632257
protein,218,distance,0.1748148148148148
protein,218,dispersion,0.3308270676691729
protein,218,omega2,0.2921851668922392
protein,218,deff,0.0834407893996337
protein,218,tf_topology,0.14536340852130325
protein,218,source_r2,0.01393056895395241
protein,219,abundance,0.019706014506707725
protein,219,prevalence,0.2205533089415238
protein,219,distance,0.15454545454545454
protein,219,dispersion,0.22055137844611528
protein,219,omega2,0.18141483300169267
protein,219,deff,0.029549114602249255
protein,219,tf_topology,0.16541353383458646
protein,219,source_r2,0.014644960736075024
protein,220,abundance,0.053212658065344365
protein,220,prevalence,0.16233391103408434
protein,220,distance,0.1891358024691358
protein,220,dispersion,0.22305764411027568
protein,220,omega2,0.05018197452794697
protein,220,deff,0.12600374970326073
protein,220,tf_topology,0.2656641604010025
protein,220,source_r2,0.01585434481985436
protein,221,abundance,0.04685794980422364
protein,221,prevalence,0.23339110340843439
protein,221,distance,0.12121212121212122
protein,221,dispersion,0.17543859649122806
protein,221,omega2,0.46521732893498824
protein,221,deff,0.38625591393302017
protein,221,tf_topology,0.15789473684210525
protein,221,source_r2,0.012344391456069588
protein,222,abundance,0.13774953462995065
protein,222,prevalence,0.2782591950702869
protein,222,distance,0.17575757575757575
protein,222,dispersion,0.18295739348370926
protein,222,omega2,0.12389123558112175
protein,222,deff,0.05863035010659581
protein,222,tf_topology,0.39113126979816565
protein,222,source_r2,0.017809805584515847
protein,223,abundance,0.10392194620964113
protein,223,prevalence,0.13807047949162332
protein,223,distance,0.45454545454545453
protein,223,dispersion,0.3032581453634085
protein,223,omega2,1.4162774710361943
protein,223,deff,0.5897492166964894
protein,223,tf_topology,0.41374708823018763
protein,223,source_r2,0.03472526076694457
protein,224,abundance,0.0716990820976956
protein,224,prevalence,0.240066756531228
protein,224,distance,0.20728395061728394
protein,224,dispersion,0.23057644110275688
protein,224,omega2,0.43660210574110664
protein,224,deff,0.0244814165270188
protein,224,tf_topology,0.22055137844611528
protein,224,source_r2,0.015346173390674591
protein,225,abundance,0.12420566146736
protein,225,prevalence,0.1675974067655176
protein,225,distance,0.39191919191919194
protein,225,dispersion,0.3558897243107769
protein,225,omega2,1.445902508191421
protein,225,deff,0.28046582267328096
protein,225,tf_topology,0.23057644110275688
protein,225,source_r2,0.019974900631978522
protein,226,abundance,0.16098594261505872
protein,226,prevalence,0.16040824186404773
protein,226,distance,0.2696296296296296
protein,226,dispersion,0.16290726817042606
protein,226,omega2,0.34945816878995467
protein,226,deff,0.03266127761181492
protein,226,tf_topology,0.622764611704779
protein,226,source_r2,0.02630168441495098
protein,227,abundance,0.09974966300789523
protein,227,prevalence,0.19693176712240834
protein,227,distance,0.1606060606060606
protein,227,dispersion,0.22055137844611528
protein,227,omega2,0.01706127737631736
protein,227,deff,0.4543265290319671
protein,227,tf_topology,0.18546365914786966
protein,227,source_r2,0.01866387681950108
protein,228,abundance,0.06938827909365175
protein,228,prevalence,0.26278965273765975
protein,228,distance,0.32493827160493827
protein,228,dispersion,0.45614035087719296
protein,228,omega2,0.7565053769244242
protein,228,deff,0.5891555518199292
protein,228,tf_topology,0.3861560160940768
protein,228,source_r2,0.016484661376632122
protein,229,abundance,0.036459336286026156
protein,229,prevalence,0.20893510494896972
protein,229,distance,0.18585858585858586
protein,229,dispersion,0.22807017543859648
protein,229,omega2,0.032375362539154955
protein,229,deff,0.020172904994266452
protein,229,tf_topology,0.17543859649122806
protein,229,source_r2,0.010279220564445456
protein,230,abundance,0.022337762372424463
protein,230,prevalence,0.21952628538417107
protein,230,distance,0.40404040404040403
protein,230,dispersion,0.21303258145363407
protein,230,omega2,1.2023074519013723
protein,230,deff,0.09098168234513496
protein,230,tf_topology,0.22807017543859648
protein,230,source_r2,0.024793541435580387
protein,231,abundance,0.12735092111175306
protein,231,prevalence,0.1258103857757238
protein,231,distance,0.35353535353535354
protein,231,dispersion,0.24060150375939848
protein,231,omega2,0.8962060328905855
protein,231,deff,0.40785549959479483
protein,231,tf_topology,0.3148969655717431
protein,231,source_r2,0.015769928560675116
protein,232,abundance,0.13107388150715704
protein,232,prevalence,0.16830348546119778
protein,232,distance,0.30505050505050507
protein,232,dispersion,0.21052631578947367
protein,232,omega2,0.06666403188546785
protein,232,deff,0.12108768650615516
protein,232,tf_topology,0.21553884711779447
protein,232,source_r2,0.01618374091701924
protein,233,abundance,0.1416650619423584
protein,233,prevalence,0.13492521984723027
protein,233,distance,0.16555555555555557
protein,233,dispersion,0.13784461152882205
protein,233,omega2,0.056089963513422145
protein,233,deff,0.1529500759073053
protein,233,tf_topology,0.2656641604010025
protein,233,source_r2,0.01887676680065614
protein,234,abundance,0.028564092688876053
protein,234,prevalence,0.20566146735990753
protein,234,distance,0.1454320987654321
protein,234,dispersion,0.23308270676691728
protein,234,omega2,0.36836757181953766
protein,234,deff,0.031251098442314856
protein,234,tf_topology,0.14035087719298245
protein,234,source_r2,0.014450094836982664
protein,235,abundance,0.07176327107003022
protein,235,prevalence,0.21111753000834454
protein,235,distance,0.18787878787878787
protein,235,dispersion,0.23308270676691728
protein,235,omega2,0.20868725236117247
protein,235,deff,0.181400855945292
protein,235,tf_topology,0.17543859649122806
protein,235,source_r2,0.011308515096136612
protein,236,abundance,0.23435393799345272
protein,236,prevalence,0.2077797034469478
protein,236,distance,0.19790123456790124
protein,236,dispersion,0.2706766917293233
protein,236,omega2,0.3859623597804732
protein,236,deff,0.1993678300496961
protein,236,tf_topology,0.753163696281766
protein,236,source_r2,0.027401992564786763
protein,237,abundance,0.05456062648436999
protein,237,prevalence,0.24154310289492265
protein,237,distance,0.29393939393939394
protein,237,dispersion,0.2832080200501253
protein,237,omega2,1.1583458201603791
protein,237,deff,0.374356383877858
protein,237,tf_topology,0.42828067389738544
protein,237,source_r2,0.021930950117729466
protein,238,abundance,0.17196225688426736
protein,238,prevalence,0.13267860581552093
protein,238,distance,0.1484848484848485
protein,238,dispersion,0.19298245614035087
protein,238,omega2,0.15997090386282803
protein,238,deff,0.07498270610125636
protein,238,tf_topology,0.3283208020050125
protein,238,source_r2,0.015071118235842921
protein,239,abundance,0.06643558636626234
protein,239,prevalence,0.2575903459785609
protein,239,distance,0.17676767676767677
protein,239,dispersion,0.19047619047619047
protein,239,omega2,0.010003248621524604
protein,239,deff,0.05128325512613882
protein,239,tf_topology,0.3258145363408521
protein,239,source_r2,0.021151175507487224
protein,240,abundance,0.133384684511201
protein,240,prevalence,0.13306373964952828
protein,240,distance,0.26161616161616164
protein,240,dispersion,0.3508771929824561
protein,240,omega2,1.09900469463429
protein,240,deff,0.032553885063566476
protein,240,tf_topology,0.38348467058920505
protein,240,source_r2,0.019504871863790046
protein,241,abundance,0.06855382245330255
protein,241,prevalence,0.1901277360549457
protein,241,distance,0.31414141414141417
protein,241,dispersion,0.5839598997493735
protein,241,omega2,1.2333997234698857
protein,241,deff,0.13600856471745532
protein,241,tf_topology,0.16791979949874686
protein,241,source_r2,0.02059756753307872
protein,242,abundance,0.09557737980614922
protein,242,prevalence,0.1634251235637717
protein,242,distance,0.602020202020202
protein,242,dispersion,0.44611528822055135
protein,242,omega2,1.7963848879057003
protein,242,deff,0.21650316044322618
protein,242,tf_topology,0.3208020050125313
protein,242,source_r2,0.03108118962655493
protein,243,abundance,0.04332755632582319
protein,243,prevalence,0.22690801720264464
protein,243,distance,0.22320987654320987
protein,243,dispersion,0.3358395989974937
protein,243,omega2,0.6699622113094946
protein,243,deff,0.3318179994897186
protein,243,tf_topology,0.3358395989974937
protein,243,source_r2,0.014656395332689785
protein,244,abundance,0.1113036780281148
protein,244,prevalence,0.13184414917517173
protein,244,distance,0.2608641975308642
protein,244,dispersion,0.21052631578947367
protein,244,omega2,0.27733447578278886
protein,244,deff,0.28260802348189445
protein,244,tf_topology,0.37400592804244714
protein,244,source_r2,0.016434250383735808
protein,245,abundance,0.026253289684832204
protein,245,prevalence,0.2009114834071506
protein,245,distance,0.26565656565656565
protein,245,dispersion,0.3358395989974937
protein,245,omega2,1.148283403270973
protein,245,deff,0.3249534191413903
protein,245,tf_topology,0.17042606516290726
protein,245,source_r2,0.0158608197865412
protein,246,abundance,0.20412093202387827
protein,246,prevalence,0.33166442005263497
protein,246,distance,0.25353535353535356
protein,246,dispersion,0.24060150375939848
protein,246,omega2,0.714182751297125
protein,246,deff,0.07518584105797316
protein,246,tf_topology,0.39326396780950335
protein,246,source_r2,0.024958854206232506
protein,247,abundance,0.07157070415302658
protein,247,prevalence,0.24963091340907628
protein,247,distance,0.48282828282828283
protein,247,dispersion,0.3458646616541353
protein,247,omega2,1.6729251606250817
protein,247,deff,0.18574532877143987
protein,247,tf_topology,0.3157894736842105
protein,247,source_r2,0.0359173639424052
protein,248,abundance,0.06130046857949811
protein,248,prevalence,0.1751075165286604
protein,248,distance,0.26161616161616164
protein,248,dispersion,0.21303258145363407
protein,248,omega2,0.7371707279886608
protein,248,deff,0.32524866027986454
protein,248,tf_topology,0.2982456140350877
protein,248,source_r2,0.019897511827240724
protein,249,abundance,0.01328711727325238
protein,249,prevalence,0.19680338917773932
protein,249,distance,0.17272727272727273
protein,249,dispersion,0.3032581453634085
protein,249,omega2,0.653120038918688
protein,249,deff,0.5570983870439103
protein,249,tf_topology,0.12280701754385964
protein,249,source_r2,0.01756804476070886
protein,250,abundance,0.14249951858270749
protein,250,prevalence,0.32550227870851783
protein,250,distance,0.4484848484848485
protein,250,dispersion,0.21303258145363407
protein,250,omega2,1.0813667662699205
protein,250,deff,0.38269371868845614
protein,250,tf_topology,0.6731400154197204
protein,250,source_r2,0.0402531300040747
protein,251,abundance,0.0591822324924578
protein,251,prevalence,0.1784453430900571
protein,251,distance,0.1898989898989899
protein,251,dispersion,0.39348370927318294
protein,251,omega2,0.865990048336087
protein,251,deff,0.024750939403462017
protein,251,tf_topology,0.19799498746867167
protein,251,source_r2,0.012992653663137168
protein,252,abundance,0.0966685923358368
protein,252,prevalence,0.13158739328583346
protein,252,distance,0.3464646464646465
protein,252,dispersion,0.37844611528822053
protein,252,omega2,0.9865190581404
protein,252,deff,0.2398522866609443
protein,252,tf_topology,0.21553884711779447
protein,252,source_r2,0.027432445860933224
protein,253,abundance,0.05456062648436999
protein,253,prevalence,0.19943513704345595
protein,253,distance,0.3
protein,253,dispersion,0.3458646616541353
protein,253,omega2,1.0080770307030662
protein,253,deff,0.19252337327797972
protein,253,tf_topology,0.17293233082706766
protein,253,source_r2,0.011821683358265205
protein,254,abundance,0.14583734514410424
protein,254,prevalence,0.14262789652737656
protein,254,distance,0.2019753086419753
protein,254,dispersion,0.3132832080200501
protein,254,omega2,0.8529480489918017
protein,254,deff,0.253520937279378
protein,254,tf_topology,0.445455210917021
protein,254,source_r2,0.017365538328078124
protein,255,abundance,0.08357404197958795
protein,255,prevalence,0.22318505680724054
protein,255,distance,0.2767676767676768
protein,255,dispersion,0.39849624060150374
protein,255,omega2,1.4984815298841638
protein,255,deff,0.21477653034667857
protein,255,tf_topology,0.17794486215538846
protein,255,source_r2,0.022119558243493712
protein,256,abundance,0.029462738301559876
protein,256,prevalence,0.1959047435650555
protein,256,distance,0.18691358024691357
protein,256,dispersion,0.2982456140350877
protein,256,omega2,0.7724865687191661
protein,256,deff,0.18372792853770714
protein,256,tf_topology,0.12030075187969924
protein,256,source_r2,0.01620050610759329
protein,257,abundance,0.021760061621413418
protein,257,prevalence,0.194685153090699
protein,257,distance,0.2595959595959596
protein,257,dispersion,0.39348370927318294
protein,257,omega2,1.118948986930455
protein,257,deff,0.5634828876183746
protein,257,tf_topology,0.18796992481203006
protein,257,source_r2,0.015674953394596985
protein,258,abundance,0.08819564798767571
protein,258,prevalence,0.14455356569741318
protein,258,distance,0.24646464646464647
protein,258,dispersion,0.15789473684210525
protein,258,omega2,0.39784764063622946
protein,258,deff,0.10835150887514636
protein,258,tf_topology,0.34636141488694017
protein,258,source_r2,0.01637883173255817
protein,259,abundance,0.10225303292894283
protein,259,prevalence,0.149175171705501
protein,259,distance,0.21414141414141413
protein,259,dispersion,0.2932330827067669
protein,259,omega2,0.44947764110444455
protein,259,deff,0.295470180195939
protein,259,tf_topology,0.2689805550673252
protein,259,source_r2,0.014345804447969006
protein,260,abundance,0.07535785352076507
protein,260,prevalence,0.2722896206431735
protein,260,distance,0.2595959595959596
protein,260,dispersion,0.43609022556390975
protein,260,omega2,1.4110084214151892
protein,260,deff,0.34093277333678745
protein,260,tf_topology,0.35477272199937315
protein,260,source_r2,0.01798119306145917
protein,261,abundance,0.08357404197958784
protein,261,prevalence,0.23531677257847106
protein,261,distance,0.2590123456790123
protein,261,dispersion,0.22055137844611528
protein,261,omega2,0.38074046409226975
protein,261,deff,0.27185442703963547
protein,261,tf_topology,0.16290726817042606
protein,261,source_r2,0.013428196980535063
protein,262,abundance,0.08286796328390778
protein,262,prevalence,0.1555298799666217
protein,262,distance,0.37272727272727274
protein,262,dispersion,0.3208020050125313
protein,262,omega2,1.3697770045737556
protein,262,deff,0.4407405115535551
protein,262,tf_topology,0.3440375929593908
protein,262,source_r2,0.03241197141460342
protein,263,abundance,0.03966878490275372
protein,263,prevalence,0.24192823672893005
protein,263,distance,0.35454545454545455
protein,263,dispersion,0.19799498746867167
protein,263,omega2,0.9337497265249267
protein,263,deff,0.03008852372881884
protein,263,tf_topology,0.3558897243107769
protein,263,source_r2,0.02149288248735492
protein,264,abundance,0.06329032672186918
protein,264,prevalence,0.26285384170999426
protein,264,distance,0.2686868686868687
protein,264,dispersion,0.17794486215538846
protein,264,omega2,0.3609202223470111
protein,264,deff,0.10349326243867785
protein,264,tf_topology,0.40852130325814534
protein,264,source_r2,0.019822430419500558
protein,265,abundance,0.19109057063996404
protein,265,prevalence,0.31651582258168043
protein,265,distance,0.17246913580246914
protein,265,dispersion,0.2781954887218045
protein,265,omega2,0.7853021329324081
protein,265,deff,0.17437446354333214
protein,265,tf_topology,0.506028078820878
protein,265,source_r2,0.023738719314190953
protein,266,abundance,0.06765517684061884
protein,266,prevalence,0.27659028178958855
protein,266,distance,0.25757575757575757
protein,266,dispersion,0.39849624060150374
protein,266,omega2,1.1799414819949667
protein,266,deff,0.22952647644762522
protein,266,tf_topology,0.4304184338468899
protein,266,source_r2,0.024545929617403275
protein,267,abundance,0.03363502150330577
protein,267,prevalence,0.24199242570126456
protein,267,distance,0.2222222222222222
protein,267,dispersion,0.21303258145363407
protein,267,omega2,0.1681659114682075
protein,267,deff,0.2717106320886907
protein,267,tf_topology,0.24060150375939848
protein,267,source_r2,0.016709262258207586
protein,268,abundance,0.053212658065344365
protein,268,prevalence,0.21869182874382176
protein,268,distance,0.3460493827160494
protein,268,dispersion,0.3283208020050125
protein,268,omega2,0.25755377862063195
protein,268,deff,0.10776659127104059
protein,268,tf_topology,0.24561403508771928
protein,268,source_r2,0.010461635696527378
protein,269,abundance,0.037678926760382536
protein,269,prevalence,0.18396559471082863
protein,269,distance,0.44545454545454544
protein,269,dispersion,0.48370927318295737
protein,269,omega2,2.165842735985412
protein,269,deff,0.0669652260320085
protein,269,tf_topology,0.22556390977443608
protein,269,source_r2,0.03566788837196903
protein,270,abundance,0.021631683676744395
protein,270,prevalence,0.22408370241992426
protein,270,distance,0.21313131313131314
protein,270,dispersion,0.17293233082706766
protein,270,omega2,0.42820178513958734
protein,270,deff,0.5354173955630604
protein,270,tf_topology,0.2882205513784461
protein,270,source_r2,0.01908891145788644
protein,271,abundance,0.02259451826176262
protein,271,prevalence,0.18852301174658193
protein,271,distance,0.27901234567901234
protein,271,dispersion,0.22807017543859648
protein,271,omega2,0.318614581105996
protein,271,deff,0.1553665962703022
protein,271,tf_topology,0.3658485016385857
protein,271,source_r2,0.01869553835160997
protein,272,abundance,0.14166506194235834
protein,272,prevalence,0.14025290455099815
protein,272,distance,0.38585858585858585
protein,272,dispersion,0.16791979949874686
protein,272,omega2,0.823768575669668
protein,272,deff,0.07814527818850535
protein,272,tf_topology,0.678137607737606
protein,272,source_r2,0.03356351828070317
protein,273,abundance,0.1034084344309647
protein,273,prevalence,0.16567173759548104
protein,273,distance,0.43493827160493825
protein,273,dispersion,0.3458646616541353
protein,273,omega2,0.6664153325698939
protein,273,deff,0.7696358733254932
protein,273,tf_topology,0.20802005012531327
protein,273,source_r2,0.016272737180309246
protein,274,abundance,0.04018229668143003
protein,274,prevalence,0.193401373644008
protein,274,distance,0.34545454545454546
protein,274,dispersion,0.19047619047619047
protein,274,omega2,0.5600539147556078
protein,274,deff,0.5646839160719925
protein,274,tf_topology,0.18045112781954886
protein,274,source_r2,0.022933888978723563
protein,275,abundance,0.13941844791064895
protein,275,prevalence,0.30810706720585407
protein,275,distance,0.24848484848484848
protein,275,dispersion,0.2832080200501253
protein,275,omega2,0.87965644339382
protein,275,deff,0.0709465336060479
protein,275,tf_topology,0.5962978761582404
protein,275,source_r2,0.022798917119651412
protein,276,abundance,0.13396238526221194
protein,276,prevalence,0.13396238526221194
protein,276,distance,0.24432098765432098
protein,276,dispersion,0.14285714285714285
protein,276,omega2,0.25695121044878494
protein,276,deff,0.08224717025191651
protein,276,tf_topology,0.3590083205987933
protein,276,source_r2,0.01686605878453707
protein,277,abundance,0.09955709609089158
protein,277,prevalence,0.271776108864497
protein,277,distance,0.1303030303030303
protein,277,dispersion,0.13784461152882205
protein,277,omega2,0.17369302821703644
protein,277,deff,0.08528079435973776
protein,277,tf_topology,0.23714838562541538
protein,277,source_r2,0.012952042939236519
protein,278,abundance,0.05815520893510495
protein,278,prevalence,0.23082354451505238
protein,278,distance,0.2313131313131313
protein,278,dispersion,0.21303258145363407
protein,278,omega2,0.5334860527911753
protein,278,deff,0.36097389838602456
protein,278,tf_topology,0.14285714285714285
protein,278,source_r2,0.01331455399990756
protein,279,abundance,0.1321650940368445
protein,279,prevalence,0.28153283265934914
protein,279,distance,0.38484848484848483
protein,279,dispersion,0.3233082706766917
protein,279,omega2,1.1027925757755719
protein,279,deff,0.1334472639632038
protein,279,tf_topology,0.2731829573934837
protein,279,source_r2,0.017709990370257674
protein,280,abundance,0.019641825534373214
protein,280,prevalence,0.2280634187046665
protein,280,distance,0.31414141414141417
protein,280,dispersion,0.3258145363408521
protein,280,omega2,0.8735869820513598
protein,280,deff,0.05273804212023467
protein,280,tf_topology,0.24060150375939848
protein,280,source_r2,0.016408094505376336
protein,281,abundance,0.06649977533859686
protein,281,prevalence,0.209320238782977
protein,281,distance,0.2171604938271605
protein,281,dispersion,0.3283208020050125
protein,281,omega2,0.10383256922143531
protein,281,deff,0.05998718421479254
protein,281,tf_topology,0.20449572544325234
protein,281,source_r2,0.01279832720686453
protein,282,abundance,0.18313113807047948
protein,282,prevalence,0.18287438218114122
protein,282,distance,0.23939393939393938
protein,282,dispersion,0.2982456140350877
protein,282,omega2,0.4685853888717311
protein,282,deff,0.5294728728678672
protein,282,tf_topology,0.5369854587061408
protein,282,source_r2,0.027175813526262173
protein,283,abundance,0.0695808460106554
protein,283,prevalence,0.27858013993195974
protein,283,distance,0.20444444444444446
protein,283,dispersion,0.14035087719298245
protein,283,omega2,0.006631172066773374
protein,283,deff,0.2921048528009708
protein,283,tf_topology,0.44482095460423515
protein,283,source_r2,0.017377075661260302
protein,284,abundance,0.0641889723345529
protein,284,prevalence,0.20155337313049615
protein,284,distance,0.23790123456790124
protein,284,dispersion,0.11027568922305764
protein,284,omega2,0.4328507247795241
