modality,split,metric,value
protein,78,source_r2,0.018875080688127148
protein,79,abundance,0.11521920534052255
protein,79,prevalence,0.15726298221965473
protein,79,distance,0.16363636363636364
protein,79,dispersion,0.16541353383458646
protein,79,omega2,0.17249605907527002
protein,79,deff,0.24318496314991936
protein,79,tf_topology,0.14536340852130325
protein,79,source_r2,0.012297721941803943
protein,80,abundance,0.08736119134732656
protein,80,prevalence,0.2505295590217601
protein,80,distance,0.23737373737373738
protein,80,dispersion,0.2656641604010025
protein,80,omega2,0.6027601388404588
protein,80,deff,0.2455293114486033
protein,80,tf_topology,0.20802005012531327
protein,80,source_r2,0.013464202872545815
protein,81,abundance,0.08113486103087486
protein,81,prevalence,0.1355029205982412
protein,81,distance,0.42828282828282827
protein,81,dispersion,0.22305764411027568
protein,81,omega2,0.8492731997802182
protein,81,deff,0.1321448766730521
protein,81,tf_topology,0.6159580010037575
protein,81,source_r2,0.03287424225962179
protein,82,abundance,0.022081006483086196
protein,82,prevalence,0.1842865395725014
protein,82,distance,0.1595959595959596
protein,82,dispersion,0.19799498746867167
protein,82,omega2,0.327710980399328
protein,82,deff,0.23628614003560836
protein,82,tf_topology,0.15037593984962405
protein,82,source_r2,0.022512388291522363
protein,83,abundance,0.046922138776558264
protein,83,prevalence,0.23692149688683484
protein,83,distance,0.17320987654320988
protein,83,dispersion,0.42355889724310775
protein,83,omega2,0.5822841641438395
protein,83,deff,0.3652617404697661
protein,83,tf_topology,0.11528822055137844
protein,83,source_r2,0.014139858109012887
protein,84,abundance,0.0745875858527505
protein,84,prevalence,0.19474934206303363
protein,84,distance,0.1797979797979798
protein,84,dispersion,0.21303258145363407
protein,84,omega2,0.03079505763245174
protein,84,deff,0.039991517980278724
protein,84,tf_topology,0.11528822055137844
protein,84,source_r2,0.018519988995939526
protein,85,abundance,0.025803966878490292
protein,85,prevalence,0.2552153540021824
protein,85,distance,0.3686868686868687
protein,85,dispersion,0.17543859649122806
protein,85,omega2,0.8462960472807758
protein,85,deff,0.36026501270223216
protein,85,tf_topology,0.5517119483739052
protein,85,source_r2,0.03406572684568189
protein,86,abundance,0.028692470633545186
protein,86,prevalence,0.20392836510687473
protein,86,distance,0.20606060606060606
protein,86,dispersion,0.2832080200501253
protein,86,omega2,0.4399823779239754
protein,86,deff,0.20094597513519186
protein,86,tf_topology,0.18796992481203006
protein,86,source_r2,0.013434581075078297
protein,87,abundance,0.05706399640541748
protein,87,prevalence,0.26368829835034346
protein,87,distance,0.22323232323232323
protein,87,dispersion,0.2882205513784461
protein,87,omega2,0.09619788338695771
protein,87,deff,0.011323479347586473
protein,87,tf_topology,0.19298245614035087
protein,87,source_r2,0.017546505333200596
protein,88,abundance,0.027922202965530607
protein,88,prevalence,0.23364785929777265
protein,88,distance,0.23939393939393938
protein,88,dispersion,0.2781954887218045
protein,88,omega2,0.76608410963899
protein,88,deff,0.028661790768187714
protein,88,tf_topology,0.282243709694291
protein,88,source_r2,0.022108113210530606
protein,89,abundance,0.11618203992554077
protein,89,prevalence,0.2889787534501573
protein,89,distance,0.2737373737373737
protein,89,dispersion,0.23558897243107768
protein,89,omega2,0.5405552990048701
protein,89,deff,0.22504012171043308
protein,89,tf_topology,0.3041781848779777
protein,89,source_r2,0.016009562442366856
protein,90,abundance,0.12009756723794862
protein,90,prevalence,0.15899608447268754
protein,90,distance,0.4686868686868687
protein,90,dispersion,0.23558897243107768
protein,90,omega2,1.462537066942662
protein,90,deff,0.6185212308948584
protein,90,tf_topology,0.2706766917293233
protein,90,source_r2,0.02940135719514055
protein,91,abundance,0.21618845882277427
protein,91,prevalence,0.1683676744335323
protein,91,distance,0.22525252525252526
protein,91,dispersion,0.18796992481203006
protein,91,omega2,0.516273223955254
protein,91,deff,0.15126197681978498
protein,91,tf_topology,0.4613616580946598
protein,91,source_r2,0.015746410320320727
protein,92,abundance,0.11213813466846395
protein,92,prevalence,0.11290840233647859
protein,92,distance,0.22493827160493826
protein,92,dispersion,0.2706766917293233
protein,92,omega2,0.4964794602322495
protein,92,deff,0.11338082745432593
protein,92,tf_topology,0.542954495744465
protein,92,source_r2,0.02014594891856007
protein,93,abundance,0.2176648051864689
protein,93,prevalence,0.19006354708261125
protein,93,distance,0.26666666666666666
protein,93,dispersion,0.21052631578947367
protein,93,omega2,0.38127806747171666
protein,93,deff,0.049633158354470644
protein,93,tf_topology,0.5345994489345429
protein,93,source_r2,0.019192705477908984
protein,94,abundance,0.05854034276911224
protein,94,prevalence,0.16560754862314653
protein,94,distance,0.16666666666666666
protein,94,dispersion,0.23558897243107768
protein,94,omega2,0.5428578180081784
protein,94,deff,0.13533756518569645
