workflow,eval_n,pilot_n,reference_pilot_n,mean_abs_power_diff,max_abs_power_diff,power_at_target_diff
gene,10,4,10,0.010470206577269383,0.020080682558605373,0.005403337363774782
gene,10,7,10,0.014877205217036348,0.020000000000000004,0.01177713262005789
gene,80,4,10,0.08423039758483156,0.1256548299019562,0.08183760479358293
gene,80,7,10,0.27499740238389425,0.5995140316473233,-0.0017558118195941663
