modality,split,metric,value
protein,177,prevalence,0.44572418713688716
protein,177,distance,0.1697530864197531
protein,177,dispersion,0.25696594427244585
protein,177,omega2,3.757448613130642
protein,177,deff,0.4617082855314432
protein,177,tf_topology,0.4333684629928997
protein,177,source_r2,0.022486952882570573
protein,178,abundance,0.25002548160228316
protein,178,prevalence,0.25002548160228316
protein,178,distance,0.225
protein,178,dispersion,0.24148606811145512
protein,178,omega2,3.077891733744983
protein,178,deff,0.4170059307865937
protein,178,tf_topology,0.42503988941758175
protein,178,source_r2,0.023335383949602998
protein,179,abundance,0.03975129956171644
protein,179,prevalence,0.36571195596779127
protein,179,distance,0.2
protein,179,dispersion,0.25696594427244585
protein,179,omega2,3.087165632949333
protein,179,deff,0.06609337779749995
protein,179,tf_topology,0.3126934984520124
protein,179,source_r2,0.018009026017821166
protein,180,abundance,0.06971766384670268
protein,180,prevalence,0.3366629293649985
protein,180,distance,0.3472222222222222
protein,180,dispersion,0.24458204334365324
protein,180,omega2,36.50354496806052
protein,180,deff,0.476847140663999
protein,180,tf_topology,0.33126934984520123
protein,180,source_r2,0.021309833392365675
protein,181,abundance,0.04087249006217511
protein,181,prevalence,0.34440933645907656
protein,181,distance,0.24074074074074073
protein,181,dispersion,0.4613003095975232
protein,181,omega2,36.77185380579139
protein,181,deff,0.36216031088766615
protein,181,tf_topology,0.21981424148606812
protein,181,source_r2,0.017468430105580537
protein,182,abundance,0.08816634389970442
protein,182,prevalence,0.30730812353480785
protein,182,distance,0.30833333333333335
protein,182,dispersion,0.47368421052631576
protein,182,omega2,36.90809235017149
protein,182,deff,0.24701748977428792
protein,182,tf_topology,0.20123839009287925
protein,182,source_r2,0.022509244287514666
protein,183,abundance,0.14086229742126186
protein,183,prevalence,0.41320966262358577
protein,183,distance,0.16917438271604937
protein,183,dispersion,0.44272445820433437
protein,183,omega2,1.6935477019498144
protein,183,deff,0.2619954229616997
protein,183,tf_topology,0.3591331269349845
protein,183,source_r2,0.015470062266718909
protein,184,abundance,0.06299052084395067
protein,184,prevalence,0.36061563551116094
protein,184,distance,0.2808641975308642
protein,184,dispersion,0.3126934984520124
protein,184,omega2,39.86313713864835
protein,184,deff,0.5256684339695482
protein,184,tf_topology,0.1978504428087137
protein,184,source_r2,0.02339915010023204
protein,185,abundance,0.09387422281113036
protein,185,prevalence,0.31556416267454895
protein,185,distance,0.21944444444444444
protein,185,dispersion,0.4024767801857585
protein,185,omega2,36.26732639015776
protein,185,deff,0.02502270451037681
protein,185,tf_topology,0.21332809511010553
protein,185,source_r2,0.021989559221140077
protein,186,abundance,0.09458770767505861
protein,186,prevalence,0.3482825400061156
protein,186,distance,0.3304398148148148
protein,186,dispersion,0.35294117647058826
protein,186,omega2,1.1380830955491015
protein,186,deff,0.7358381693325092
protein,186,tf_topology,0.3126934984520124
protein,186,source_r2,0.045463261734170805
protein,187,abundance,0.06767913566405055
protein,187,prevalence,0.36571195596779127
protein,187,distance,0.28888888888888886
protein,187,dispersion,0.631578947368421
protein,187,omega2,37.30750255238931
protein,187,deff,0.061327785843582054
protein,187,tf_topology,0.18885448916408668
protein,187,source_r2,0.013519485336419116
protein,188,abundance,0.11374987259198859
protein,188,prevalence,0.36632351442258687
protein,188,distance,0.16010802469135801
protein,188,dispersion,0.25696594427244585
protein,188,omega2,1.1565984518630008
protein,188,deff,0.05844053313713947
protein,188,tf_topology,0.17647058823529413
protein,188,source_r2,0.017512665847855637
protein,189,abundance,0.17857506880032617
protein,189,prevalence,0.44388951177250024
protein,189,distance,0.1638888888888889
protein,189,dispersion,0.15479876160990713
protein,189,omega2,1.9065367676846425
protein,189,deff,0.27302638159331577
protein,189,tf_topology,0.29915116417963955
protein,189,source_r2,0.016071815381709063
protein,190,abundance,0.08245846498827847
protein,190,prevalence,0.24666191010090716
protein,190,distance,0.3472222222222222
protein,190,dispersion,0.29411764705882354
protein,190,omega2,39.86313713864835
protein,190,deff,0.24316848529680263
protein,190,tf_topology,0.560346623673838
protein,190,source_r2,0.05546048181834507
protein,191,abundance,0.1124248292732647
protein,191,prevalence,0.2543063907858526
protein,191,distance,0.1896219135802469
protein,191,dispersion,0.4086687306501548
protein,191,omega2,3.7684935302123397
protein,191,deff,0.13421128935873428
protein,191,tf_topology,0.3280848727348959
protein,191,source_r2,0.025163504220626298
protein,192,abundance,0.0765467332585873
protein,192,prevalence,0.2961981449393538
protein,192,distance,0.1712962962962963
protein,192,dispersion,0.33126934984520123
protein,192,omega2,1.8555906080829185
protein,192,deff,0.0047581431566529764
protein,192,tf_topology,0.178358877627307
protein,192,source_r2,0.016588712450350502
protein,193,abundance,0.07695443889511773
protein,193,prevalence,0.2754051574763021
protein,193,distance,0.33912037037037035
protein,193,dispersion,0.6068111455108359
protein,193,omega2,39.86313713864835
protein,193,deff,0.3620233793510438
protein,193,tf_topology,0.23219814241486067
protein,193,source_r2,0.021385108283809913
protein,194,abundance,0.13270818469065335
protein,194,prevalence,0.4353276934053613
protein,194,distance,0.2611111111111111
protein,194,dispersion,0.2043343653250774
protein,194,omega2,35.84461470738074
protein,194,deff,0.0456043280526014
protein,194,tf_topology,0.502620677036108
protein,194,source_r2,0.033415553146020176
protein,195,abundance,0.11527876872897767
protein,195,prevalence,0.42931403526653755
protein,195,distance,0.28055555555555556
protein,195,dispersion,0.3684210526315789
protein,195,omega2,37.35973072905268
protein,195,deff,0.15551004676479796
protein,195,tf_topology,0.3297753687334139
protein,195,source_r2,0.030356145558654114
protein,196,abundance,0.06604831311792886
protein,196,prevalence,0.33431862195494855
protein,196,distance,0.22067901234567902
protein,196,dispersion,0.47678018575851394
protein,196,omega2,39.86313713864835
protein,196,deff,0.06838198404293576
protein,196,tf_topology,0.2724458204334365
protein,196,source_r2,0.028980804373763783
protein,197,abundance,0.07787177657731117
protein,197,prevalence,0.31301600244623384
protein,197,distance,0.14444444444444443
protein,197,dispersion,0.34365325077399383
protein,197,omega2,0.6809529181546784
protein,197,deff,0.14531653837032954
protein,197,tf_topology,0.1393188854489164
protein,197,source_r2,0.01595355687096028
protein,198,abundance,0.21679747222505352
protein,198,prevalence,0.21679747222505352
protein,198,distance,0.275
protein,198,dispersion,0.3065015479876161
protein,198,omega2,2.8483549278170956
protein,198,deff,0.11333490448613419
protein,198,tf_topology,0.5468155409416995
protein,198,source_r2,0.044686350600604996
protein,199,abundance,0.2395270614616247
protein,199,prevalence,0.2395270614616247
protein,199,distance,0.2532793209876543
protein,199,dispersion,0.26625386996904027
protein,199,omega2,1.4904479294536044
protein,199,deff,0.84814074649146
protein,199,tf_topology,0.738145909518154
protein,199,source_r2,0.05969798029707248
protein,200,abundance,0.1140556518193864
protein,200,prevalence,0.27112424829273263
protein,200,distance,0.22777777777777777
protein,200,dispersion,0.5356037151702786
protein,200,omega2,39.86313713864835
protein,200,deff,0.18993206860715922
protein,200,tf_topology,0.1826625386996904
protein,200,source_r2,0.020603021121272505
protein,201,abundance,0.14045459178473144
protein,201,prevalence,0.2572622566506982
protein,201,distance,0.3
protein,201,dispersion,0.4674922600619195
protein,201,omega2,37.065681323556724
protein,201,deff,0.34718805569246114
protein,201,tf_topology,0.15170278637770898
protein,201,source_r2,0.016145275130948777
protein,202,abundance,0.10233411476913669
protein,202,prevalence,0.44225868922637857
protein,202,distance,0.3388888888888889
protein,202,dispersion,0.25696594427244585
protein,202,omega2,36.55989521548732
protein,202,deff,0.46024357583706743
protein,202,tf_topology,0.788895732121203
protein,202,source_r2,0.08843427784480964
protein,203,abundance,0.2006930995821017
protein,203,prevalence,0.2006930995821017
protein,203,distance,0.29996141975308643
protein,203,dispersion,0.30030959752321984
protein,203,omega2,36.2405001102965
protein,203,deff,0.5617601355838293
protein,203,tf_topology,0.5143481354783749
protein,203,source_r2,0.041889320064690184
protein,204,abundance,0.05667108347772908
protein,204,prevalence,0.35439812455407194
protein,204,distance,0.24166666666666667
protein,204,dispersion,0.5944272445820433
protein,204,omega2,39.86313713864835
protein,204,deff,0.36941920355299535
protein,204,tf_topology,0.1826625386996904
protein,204,source_r2,0.01482271868221746
protein,205,abundance,0.23514422586892264
protein,205,prevalence,0.5110590153908878
protein,205,distance,0.2972222222222222
protein,205,dispersion,0.25077399380804954
protein,205,omega2,36.37958796829243
protein,205,deff,0.1862280065456211
protein,205,tf_topology,0.6013770370269158
protein,205,source_r2,0.03792570563017267
protein,206,abundance,0.07246967689328306
protein,206,prevalence,0.335235959637142
protein,206,distance,0.20679012345679013
protein,206,dispersion,0.29411764705882354
protein,206,omega2,2.2821552181090654
protein,206,deff,0.22770891124856033
protein,206,tf_topology,0.2083968739355861
protein,206,source_r2,0.014716235425244332
protein,207,abundance,0.06961573743757007
protein,207,prevalence,0.31199673835490777
protein,207,distance,0.34444444444444444
protein,207,dispersion,0.5944272445820433
protein,207,omega2,39.86313713864835
protein,207,deff,0.5309358566118215
protein,207,tf_topology,0.23219814241486067
protein,207,source_r2,0.021718741416605323
protein,208,abundance,0.1679747222505351
protein,208,prevalence,0.25451024360411784
protein,208,distance,0.23333333333333334
protein,208,dispersion,0.4551083591331269
protein,208,omega2,36.465617566762525
protein,208,deff,0.6532333644189905
protein,208,tf_topology,0.2631578947368421
protein,208,source_r2,0.016518552923909063
protein,209,abundance,0.13546019773723372
protein,209,prevalence,0.24523494037305066
protein,209,distance,0.16415895061728394
protein,209,dispersion,0.2848297213622291
protein,209,omega2,0.8745566155985006
protein,209,deff,0.22149437644007136
protein,209,tf_topology,0.3239997401110245
protein,209,source_r2,0.02442044215863679
protein,210,abundance,0.1691978391601264
protein,210,prevalence,0.2067067577209255
protein,210,distance,0.30478395061728397
protein,210,dispersion,0.6253869969040248
protein,210,omega2,36.50926387435095
protein,210,deff,0.1785336588866309
protein,210,tf_topology,0.2838121060781262
protein,210,source_r2,0.01615701664066456
protein,211,abundance,0.16114565283865048
protein,211,prevalence,0.4332891652227092
protein,211,distance,0.21026234567901234
protein,211,dispersion,0.3653250773993808
protein,211,omega2,2.021191893319214
protein,211,deff,0.14782200016003344
protein,211,tf_topology,0.3954179703708996
protein,211,source_r2,0.016049095595476345
protein,212,abundance,0.046784221791866275
protein,212,prevalence,0.33146468249923555
protein,212,distance,0.25277777777777777
protein,212,dispersion,0.19814241486068113
protein,212,omega2,0.5091071454244104
protein,212,deff,0.11471750485910187
protein,212,tf_topology,0.15789473684210525
protein,212,source_r2,0.013154808168862173
protein,213,abundance,0.05228824788502701
protein,213,prevalence,0.32422790745082053
protein,213,distance,0.3861111111111111
protein,213,dispersion,0.3715170278637771
protein,213,omega2,39.86313713864835
protein,213,deff,0.05801326915724849
protein,213,tf_topology,0.25386996904024767
protein,213,source_r2,0.026547900708288667
protein,214,abundance,0.0894913872184283
protein,214,prevalence,0.33146468249923555
protein,214,distance,0.18888888888888888
protein,214,dispersion,0.2043343653250774
protein,214,omega2,1.158377275753698
protein,214,deff,0.09252303292171177
protein,214,tf_topology,0.2932498500941549
protein,214,source_r2,0.03026180891636569
protein,215,abundance,0.12761186423402304
protein,215,prevalence,0.208643359494445
protein,215,distance,0.18888888888888888
protein,215,dispersion,0.24148606811145512
protein,215,omega2,2.764416581274514
protein,215,deff,0.15924543177967082
protein,215,tf_topology,0.5699681724865233
protein,215,source_r2,0.037951636538143714
protein,216,abundance,0.19315054530628886
protein,216,prevalence,0.20059117317296912
protein,216,distance,0.2199074074074074
protein,216,dispersion,0.653250773993808
protein,216,omega2,39.86313713864835
protein,216,deff,0.06510625579912195
protein,216,tf_topology,0.2631578947368421
protein,216,source_r2,0.01706129577547363
protein,217,abundance,0.032208745285903576
protein,217,prevalence,0.3661196616043217
protein,217,distance,0.15354938271604937
protein,217,dispersion,0.30340557275541796
protein,217,omega2,1.6881282717529256
protein,217,deff,0.1233800864450461
protein,217,tf_topology,0.2724458204334365
protein,217,source_r2,0.014241877398142427
protein,218,abundance,0.09081643053715217
protein,218,prevalence,0.36061563551116094
protein,218,distance,0.17862654320987653
protein,218,dispersion,0.44272445820433437
protein,218,omega2,4.027723627126307
protein,218,deff,0.3189351705016644
protein,218,tf_topology,0.12693498452012383
protein,218,source_r2,0.011750189762183878
protein,219,abundance,0.12638874732443175
protein,219,prevalence,0.4042401386199164
protein,219,distance,0.2611111111111111
protein,219,dispersion,0.5944272445820433
protein,219,omega2,39.86313713864835
protein,219,deff,0.16458851049827553
protein,219,tf_topology,0.1826625386996904
protein,219,source_r2,0.011070510336529352
protein,220,abundance,0.045866884109672816
protein,220,prevalence,0.3331974314544899
protein,220,distance,0.28055555555555556
protein,220,dispersion,0.48297213622291024
protein,220,omega2,39.86313713864835
protein,220,deff,0.42959644840777345
protein,220,tf_topology,0.2678416544422324
protein,220,source_r2,0.020787312511012294
protein,221,abundance,0.16022831515645705
protein,221,prevalence,0.4595861787789216
protein,221,distance,0.2638888888888889
protein,221,dispersion,0.5944272445820433
protein,221,omega2,39.86313713864835
protein,221,deff,0.5453692114196168
protein,221,tf_topology,0.31082001181324365
protein,221,source_r2,0.019336744469417105
protein,222,abundance,0.11018244827234737
protein,222,prevalence,0.26021812251554377
protein,222,distance,0.2722222222222222
protein,222,dispersion,0.47678018575851394
protein,222,omega2,39.86313713864835
protein,222,deff,0.009224439294460028
protein,222,tf_topology,0.38605631197048484
protein,222,source_r2,0.02573750584338412
protein,223,abundance,0.22515543777392721
protein,223,prevalence,0.5192131281214962
protein,223,distance,0.28055555555555556
protein,223,dispersion,0.2631578947368421
protein,223,omega2,36.729054765287934
protein,223,deff,0.08401713401990099
protein,223,tf_topology,0.7378425776864106
protein,223,source_r2,0.06127352828484417
protein,224,abundance,0.20426052390174293
protein,224,prevalence,0.46223626541636936
protein,224,distance,0.275
protein,224,dispersion,0.5944272445820433
protein,224,omega2,39.86313713864835
protein,224,deff,0.4088313238544072
protein,224,tf_topology,0.4117647058823529
protein,224,source_r2,0.01634821885265039
protein,225,abundance,0.07848333503210682
protein,225,prevalence,0.27754561206808687
protein,225,distance,0.30169753086419754
protein,225,dispersion,0.4613003095975232
protein,225,omega2,36.323448014193964
protein,225,deff,0.7613866604023131
protein,225,tf_topology,0.3010737562386235
protein,225,source_r2,0.02196324146497456
protein,226,abundance,0.17786158393639792
protein,226,prevalence,0.24961777596575271
protein,226,distance,0.18611111111111112
protein,226,dispersion,0.2786377708978328
protein,226,omega2,4.024045548564796
protein,226,deff,0.3753753243898006
protein,226,tf_topology,0.24458204334365324
protein,226,source_r2,0.018204247911217865
protein,227,abundance,0.2087452859035776
protein,227,prevalence,0.4818061359698298
protein,227,distance,0.3138888888888889
protein,227,dispersion,0.30340557275541796
protein,227,omega2,36.29120738319741
protein,227,deff,0.26355889773090957
protein,227,tf_topology,0.5276436992153152
protein,227,source_r2,0.026852633937443547
protein,228,abundance,0.17969625930078484
protein,228,prevalence,0.2117011517684232
protein,228,distance,0.1541280864197531
protein,228,dispersion,0.2724458204334365
protein,228,omega2,0.3037144027658724
protein,228,deff,0.044921580915683955
protein,228,tf_topology,0.387475525992283
protein,228,source_r2,0.019177665040972066
protein,229,abundance,0.09519926612985424
protein,229,prevalence,0.36571195596779127
protein,229,distance,0.37777777777777777
protein,229,dispersion,0.6594427244582043
protein,229,omega2,39.86313713864835
protein,229,deff,0.455170354935371
protein,229,tf_topology,0.2260061919504644
protein,229,source_r2,0.023751672394384856
protein,230,abundance,0.04036285801651208
protein,230,prevalence,0.3829375191112017
protein,230,distance,0.22106481481481483
protein,230,dispersion,0.3157894736842105
protein,230,omega2,0.06053705277262647
protein,230,deff,0.15521701909678332
protein,230,tf_topology,0.21362229102167182
protein,230,source_r2,0.014327024072345127
protein,231,abundance,0.22362654163693813
protein,231,prevalence,0.22352461522780553
protein,231,distance,0.1880787037037037
protein,231,dispersion,0.35294117647058826
protein,231,omega2,36.040740780148575
protein,231,deff,0.43358190049522133
protein,231,tf_topology,0.45420096024696904
protein,231,source_r2,0.03338201908411975
protein,232,abundance,0.09183569462847824
protein,232,prevalence,0.3079196819896035
protein,232,distance,0.22646604938271606
protein,232,dispersion,0.2848297213622291
protein,232,omega2,0.8923317265284609
protein,232,deff,0.37621009958814955
protein,232,tf_topology,0.19195046439628483
protein,232,source_r2,0.012705736386962468
protein,233,abundance,0.17531342370808276
protein,233,prevalence,0.23657119559677914
protein,233,distance,0.19058641975308643
protein,233,dispersion,0.17337461300309598
protein,233,omega2,1.4557679844347988
protein,233,deff,0.49445325693178876
protein,233,tf_topology,0.19504643962848298
protein,233,source_r2,0.011540177591005108
protein,234,abundance,0.18785037203139335
protein,234,prevalence,0.22168993986341862
protein,234,distance,0.1861496913580247
protein,234,dispersion,0.44891640866873067
protein,234,omega2,2.4019736881809246
protein,234,deff,0.2577405985948442
protein,234,tf_topology,0.25696594427244585
protein,234,source_r2,0.01581658379048556
protein,235,abundance,0.20762409540311894
protein,235,prevalence,0.49954133115890326
protein,235,distance,0.16030092592592593
protein,235,dispersion,0.15170278637770898
protein,235,omega2,2.147242751621016
protein,235,deff,0.029866165725018774
protein,235,tf_topology,0.6307164526631824
protein,235,source_r2,0.03903002935613
protein,236,abundance,0.22821323004790542
protein,236,prevalence,0.1934563245336867
protein,236,distance,0.2638888888888889
protein,236,dispersion,0.35294117647058826
protein,236,omega2,39.86313713864835
protein,236,deff,0.1805082171608114
protein,236,tf_topology,0.6346790321435732
protein,236,source_r2,0.05831569697823956
protein,237,abundance,0.09265110590153909
protein,237,prevalence,0.3001732748955254
protein,237,distance,0.29444444444444445
protein,237,dispersion,0.47368421052631576
protein,237,omega2,37.53322220757741
protein,237,deff,0.014782399399156598
protein,237,tf_topology,0.19195046439628483
protein,237,source_r2,0.023841095847357698
protein,238,abundance,0.19294669248802365
protein,238,prevalence,0.23229028641320967
protein,238,distance,0.17222222222222222
protein,238,dispersion,0.25696594427244585
protein,238,omega2,1.7006682502785306
protein,238,deff,0.12028616057004039
protein,238,tf_topology,0.2043343653250774
protein,238,source_r2,0.01563060793512663
protein,239,abundance,0.10651309754357353
protein,239,prevalence,0.3255529507695444
protein,239,distance,0.23881172839506173
protein,239,dispersion,0.4613003095975232
protein,239,omega2,36.28342065311323
protein,239,deff,0.02634107915125272
protein,239,tf_topology,0.17647058823529413
protein,239,source_r2,0.01740636593631682
protein,240,abundance,0.1122209764549995
protein,240,prevalence,0.28060340434206504
protein,240,distance,0.20277777777777778
protein,240,dispersion,0.653250773993808
protein,240,omega2,39.86313713864835
protein,240,deff,0.17539625538678894
protein,240,tf_topology,0.14241486068111456
protein,240,source_r2,0.012481934988312614
protein,241,abundance,0.18275405157476302
protein,241,prevalence,0.21251656304148406
protein,241,distance,0.16145833333333334
protein,241,dispersion,0.24148606811145512
protein,241,omega2,0.8989499508714495
protein,241,deff,0.018423480057764393
protein,241,tf_topology,0.4035310360346877
protein,241,source_r2,0.022172159471720448
protein,242,abundance,0.12710223218836
protein,242,prevalence,0.319437366221588
protein,242,distance,0.21666666666666667
protein,242,dispersion,0.21362229102167182
protein,242,omega2,3.743534706838697
protein,242,deff,0.04187154842857153
protein,242,tf_topology,0.24045610485656177
protein,242,source_r2,0.029292443795430865
protein,243,abundance,0.09265110590153909
protein,243,prevalence,0.37692386097237796
protein,243,distance,0.33371913580246915
protein,243,dispersion,0.3684210526315789
protein,243,omega2,36.10986421244377
protein,243,deff,0.5839128913076042
protein,243,tf_topology,0.2476780185758514
protein,243,source_r2,0.02160780309937793
protein,244,abundance,0.048822749974518395
protein,244,prevalence,0.3965956579349709
protein,244,distance,0.18888888888888888
protein,244,dispersion,0.2631578947368421
protein,244,omega2,0.23610637290782002
protein,244,deff,0.3328985191851791
protein,244,tf_topology,0.4622732323046377
protein,244,source_r2,0.04706018662266195
protein,245,abundance,0.1452451330139639
protein,245,prevalence,0.293548058301906
protein,245,distance,0.30833333333333335
protein,245,dispersion,0.2043343653250774
protein,245,omega2,36.38252518259952
protein,245,deff,0.2144367163768785
protein,245,tf_topology,0.29721362229102166
protein,245,source_r2,0.03631389530762457
protein,246,abundance,0.08531240444399144
protein,246,prevalence,0.3511364794618286
protein,246,distance,0.2
protein,246,dispersion,0.2724458204334365
protein,246,omega2,2.2556434762457838
protein,246,deff,0.2393152466002395
protein,246,tf_topology,0.23529411764705882
protein,246,source_r2,0.0157382948403863
protein,247,abundance,0.10467842217918663
protein,247,prevalence,0.44684537763734583
protein,247,distance,0.2861111111111111
protein,247,dispersion,0.23839009287925697
protein,247,omega2,2.4008301641133514
protein,247,deff,0.265156638870703
protein,247,tf_topology,0.7724091805222062
protein,247,source_r2,0.063298549259958
protein,248,abundance,0.17561920293548058
protein,248,prevalence,0.48292732647028846
protein,248,distance,0.20277777777777778
protein,248,dispersion,0.2043343653250774
protein,248,omega2,2.994891119671179
protein,248,deff,0.6434229681260226
protein,248,tf_topology,0.7732683667969068
protein,248,source_r2,0.061520941496783825
protein,249,abundance,0.13811028437468148
protein,249,prevalence,0.4296198144939354
protein,249,distance,0.21180555555555555
protein,249,dispersion,0.6068111455108359
protein,249,omega2,39.86313713864835
protein,249,deff,0.29418854087033436
protein,249,tf_topology,0.21702671205770824
protein,249,source_r2,0.012647034203138435
protein,250,abundance,0.04709000101926409
protein,250,prevalence,0.3193354398124554
protein,250,distance,0.2
protein,250,dispersion,0.23839009287925697
protein,250,omega2,6.6682239441535796
protein,250,deff,0.04577030505007582
protein,250,tf_topology,0.18867450063439883
protein,250,source_r2,0.024731840039649858
protein,251,abundance,0.02802976251146672
protein,251,prevalence,0.3421669554581592
protein,251,distance,0.22916666666666666
protein,251,dispersion,0.7368421052631579
protein,251,omega2,36.860816518230116
protein,251,deff,0.15817055014998962
protein,251,tf_topology,0.13622291021671826
protein,251,source_r2,0.012586753487208838
protein,252,abundance,0.2939557639384365
protein,252,prevalence,0.2939557639384365
protein,252,distance,0.28433641975308643
protein,252,dispersion,0.35294117647058826
protein,252,omega2,36.36265964922855
protein,252,deff,0.49086473896491684
protein,252,tf_topology,0.7718615636696422
protein,252,source_r2,0.05101027584235839
protein,253,abundance,0.32626643563347263
protein,253,prevalence,0.5812863112832535
protein,253,distance,0.3194444444444444
protein,253,dispersion,0.30959752321981426
protein,253,omega2,37.00214196061646
protein,253,deff,0.12779161438806252
protein,253,tf_topology,0.8863763358496243
protein,253,source_r2,0.05657254582242749
protein,254,abundance,0.03812047701559474
protein,254,prevalence,0.3374783406380593
protein,254,distance,0.29444444444444445
protein,254,dispersion,0.34365325077399383
protein,254,omega2,3.428940127923136
protein,254,deff,0.4516852337591855
protein,254,tf_topology,0.25077399380804954
protein,254,source_r2,0.02646867117845359
protein,255,abundance,0.04015900519824687
protein,255,prevalence,0.35908673937417185
protein,255,distance,0.26666666666666666
protein,255,dispersion,0.43034055727554177
protein,255,omega2,39.86313713864835
protein,255,deff,0.3080069171008599
protein,255,tf_topology,0.13110305683611806
protein,255,source_r2,0.014004388446484436
protein,256,abundance,0.14738558760574866
protein,256,prevalence,0.24350219141779636
protein,256,distance,0.21682098765432098
protein,256,dispersion,0.35294117647058826
protein,256,omega2,36.05993235952859
protein,256,deff,0.43667528369763753
protein,256,tf_topology,0.3467040606415713
protein,256,source_r2,0.03214618550726848
protein,257,abundance,0.30516766894302316
protein,257,prevalence,0.302619508714708
protein,257,distance,0.21682098765432098
protein,257,dispersion,0.24148606811145512
protein,257,omega2,0.8705117927658561
protein,257,deff,0.2371772004231241
protein,257,tf_topology,0.7061627826844414
protein,257,source_r2,0.030756281221077108
protein,258,abundance,0.06319437366221588
protein,258,prevalence,0.2734685557027826
protein,258,distance,0.19618055555555555
protein,258,dispersion,0.33126934984520123
protein,258,omega2,2.814769118792653
protein,258,deff,0.404467956293975
protein,258,tf_topology,0.393297051231119
protein,258,source_r2,0.02700978540709146
protein,259,abundance,0.08184690653348282
protein,259,prevalence,0.316073794720212
protein,259,distance,0.3527777777777778
protein,259,dispersion,0.3684210526315789
protein,259,omega2,37.707030169656726
protein,259,deff,0.4198387221351161
protein,259,tf_topology,0.2848297213622291
protein,259,source_r2,0.025659521992548912
protein,260,abundance,0.2410559575986138
protein,260,prevalence,0.519009275303231
protein,260,distance,0.28888888888888886
protein,260,dispersion,0.19195046439628483
protein,260,omega2,2.7379568779275543
protein,260,deff,0.08408485480073649
protein,260,tf_topology,0.748252043211981
protein,260,source_r2,0.053072414678169616
protein,261,abundance,0.07878911425950463
protein,261,prevalence,0.34777290796045257
protein,261,distance,0.3138888888888889
protein,261,dispersion,0.3684210526315789
protein,261,omega2,37.228017630807834
protein,261,deff,0.18792843858781078
protein,261,tf_topology,0.35149591507136
protein,261,source_r2,0.033656150841893766
protein,262,abundance,0.06482519620833758
protein,262,prevalence,0.286820915299154
protein,262,distance,0.2388888888888889
protein,262,dispersion,0.25696594427244585
protein,262,omega2,1.9680211624283321
protein,262,deff,0.2176309162115243
protein,262,tf_topology,0.14551083591331268
protein,262,source_r2,0.02221363957513939
protein,263,abundance,0.06339822648048109
protein,263,prevalence,0.27611864234023037
protein,263,distance,0.16030092592592593
protein,263,dispersion,0.2260061919504644
protein,263,omega2,1.9714466463074332
protein,263,deff,0.41853410674964425
protein,263,tf_topology,0.33597891329084373
protein,263,source_r2,0.028721805071493543
protein,264,abundance,0.06135969829782897
protein,264,prevalence,0.36866782183263686
protein,264,distance,0.2864583333333333
protein,264,dispersion,0.3126934984520124
protein,264,omega2,0.8318980877430265
protein,264,deff,0.28598463461133045
protein,264,tf_topology,0.25077399380804954
protein,264,source_r2,0.03333242513503184
protein,265,abundance,0.05504026093160738
protein,265,prevalence,0.3525634491896851
protein,265,distance,0.4388888888888889
protein,265,dispersion,0.4179566563467492
protein,265,omega2,39.86313713864835
protein,265,deff,0.5382375135390033
protein,265,tf_topology,0.3126934984520124
protein,265,source_r2,0.0399498290949403
protein,266,abundance,0.20619712567526247
protein,266,prevalence,0.5180919376210376
protein,266,distance,0.39444444444444443
protein,266,dispersion,0.29102167182662536
protein,266,omega2,36.614823073746415
protein,266,deff,0.14744374972887084
protein,266,tf_topology,0.9154612174799205
protein,266,source_r2,0.09316227931076014
protein,267,abundance,0.04749770665579452
protein,267,prevalence,0.2929364998471104
protein,267,distance,0.3388888888888889
protein,267,dispersion,0.5356037151702786
protein,267,omega2,39.86313713864835
protein,267,deff,0.07404240770901624
protein,267,tf_topology,0.44890291806995847
protein,267,source_r2,0.03584577729601154
protein,268,abundance,0.15523392110895934
protein,268,prevalence,0.21068188767709714
protein,268,distance,0.29147376543209874
protein,268,dispersion,0.2260061919504644
protein,268,omega2,1.8109405211929792
protein,268,deff,0.5301009326940044
protein,268,tf_topology,0.40196660962112907
protein,268,source_r2,0.027666848312801622
protein,269,abundance,0.1452451330139639
protein,269,prevalence,0.4056671083477729
protein,269,distance,0.18888888888888888
protein,269,dispersion,0.3498452012383901
protein,269,omega2,36.14956378803033
protein,269,deff,0.1769475456937238
protein,269,tf_topology,0.24148606811145512
protein,269,source_r2,0.017183468262445722
protein,270,abundance,0.1937621037610845
protein,270,prevalence,0.5519315054530629
protein,270,distance,0.33055555555555555
protein,270,dispersion,0.3560371517027864
protein,270,omega2,1.1651662224436317
protein,270,deff,0.8153063793933283
protein,270,tf_topology,1.1549735719448684
protein,270,source_r2,0.13322260064868116
protein,271,abundance,0.04331872388135766
protein,271,prevalence,0.3633676485577413
protein,271,distance,0.17777777777777778
protein,271,dispersion,0.1609907120743034
protein,271,omega2,2.0813134985097874
protein,271,deff,0.013832556309015172
protein,271,tf_topology,0.17647058823529413
protein,271,source_r2,0.015010608599424243
protein,272,abundance,0.10111099785954542
protein,272,prevalence,0.31026398939965344
protein,272,distance,0.31790123456790126
protein,272,dispersion,0.653250773993808
protein,272,omega2,39.86313713864835
protein,272,deff,0.5744273643223765
protein,272,tf_topology,0.23839009287925697
protein,272,source_r2,0.025161885220109093
protein,273,abundance,0.08347772907960453
