pilot_n,pilot_source,strength,eval_n,true_omega2,power,eval_mode
80,simulated,0.1558,7,0.0078063792880586,0.08,labeled_bootstrap
80,simulated,0.1558,10,0.0078063792880586,0.17,labeled_bootstrap
80,simulated,0.1558,17,0.0078063792880586,0.15,labeled_bootstrap
80,simulated,0.1558,30,0.0078063792880586,0.35,labeled_bootstrap
80,simulated,0.1558,50,0.0078063792880586,0.6,labeled_bootstrap
80,simulated,0.1558,80,0.0078063792880586,0.83,labeled_bootstrap
80,simulated,0.1629,7,0.010654570482704,0.15,labeled_bootstrap
80,simulated,0.1629,10,0.010654570482704,0.14,labeled_bootstrap
80,simulated,0.1629,17,0.010654570482704,0.22,labeled_bootstrap
80,simulated,0.1629,30,0.010654570482704,0.41,labeled_bootstrap
80,simulated,0.1629,50,0.010654570482704,0.68,labeled_bootstrap
80,simulated,0.1629,80,0.010654570482704,0.91,labeled_bootstrap
80,simulated,0.1761,7,0.0107905840219014,0.06,labeled_bootstrap
80,simulated,0.1761,10,0.0107905840219014,0.12,labeled_bootstrap
80,simulated,0.1761,17,0.0107905840219014,0.19,labeled_bootstrap
80,simulated,0.1761,30,0.0107905840219014,0.41,labeled_bootstrap
80,simulated,0.1761,50,0.0107905840219014,0.66,labeled_bootstrap
80,simulated,0.1761,80,0.0107905840219014,0.93,labeled_bootstrap
80,simulated,0.1832,7,0.0127253875864001,0.12,labeled_bootstrap
80,simulated,0.1832,10,0.0127253875864001,0.12,labeled_bootstrap
80,simulated,0.1832,17,0.0127253875864001,0.3,labeled_bootstrap
80,simulated,0.1832,30,0.0127253875864001,0.4,labeled_bootstrap
80,simulated,0.1832,50,0.0127253875864001,0.84,labeled_bootstrap
80,simulated,0.1832,80,0.0127253875864001,0.94,labeled_bootstrap
80,simulated,0.1898,7,0.0108923601237957,0.18,labeled_bootstrap
80,simulated,0.1898,10,0.0108923601237957,0.14,labeled_bootstrap
80,simulated,0.1898,17,0.0108923601237957,0.18,labeled_bootstrap
80,simulated,0.1898,30,0.0108923601237957,0.4,labeled_bootstrap
80,simulated,0.1898,50,0.0108923601237957,0.65,labeled_bootstrap
80,simulated,0.1898,80,0.0108923601237957,0.9,labeled_bootstrap
80,simulated,0.1973,7,0.0131131965171509,0.12,labeled_bootstrap
80,simulated,0.1973,10,0.0131131965171509,0.09,labeled_bootstrap
80,simulated,0.1973,17,0.0131131965171509,0.33,labeled_bootstrap
80,simulated,0.1973,30,0.0131131965171509,0.42,labeled_bootstrap
80,simulated,0.1973,50,0.0131131965171509,0.76,labeled_bootstrap
80,simulated,0.1973,80,0.0131131965171509,0.93,labeled_bootstrap
80,simulated,0.2103,7,0.0163032319568244,0.16,labeled_bootstrap
80,simulated,0.2103,10,0.0163032319568244,0.15,labeled_bootstrap
80,simulated,0.2103,17,0.0163032319568244,0.35,labeled_bootstrap
80,simulated,0.2103,30,0.0163032319568244,0.54,labeled_bootstrap
80,simulated,0.2103,50,0.0163032319568244,0.83,labeled_bootstrap
80,simulated,0.2103,80,0.0163032319568244,1.0,labeled_bootstrap
80,simulated,0.2188,7,0.0184924707216607,0.17,labeled_bootstrap
80,simulated,0.2188,10,0.0184924707216607,0.2,labeled_bootstrap
80,simulated,0.2188,17,0.0184924707216607,0.36,labeled_bootstrap
80,simulated,0.2188,30,0.0184924707216607,0.57,labeled_bootstrap
80,simulated,0.2188,50,0.0184924707216607,0.89,labeled_bootstrap
80,simulated,0.2188,80,0.0184924707216607,0.98,labeled_bootstrap
80,simulated,0.2266,7,0.0200564731830677,0.13,labeled_bootstrap
80,simulated,0.2266,10,0.0200564731830677,0.23,labeled_bootstrap
80,simulated,0.2266,17,0.0200564731830677,0.38,labeled_bootstrap
80,simulated,0.2266,30,0.0200564731830677,0.68,labeled_bootstrap
80,simulated,0.2266,50,0.0200564731830677,0.9,labeled_bootstrap
80,simulated,0.2266,80,0.0200564731830677,0.99,labeled_bootstrap
80,simulated,0.243,7,0.0179190523415878,0.13,labeled_bootstrap
80,simulated,0.243,10,0.0179190523415878,0.17,labeled_bootstrap
80,simulated,0.243,17,0.0179190523415878,0.29,labeled_bootstrap
80,simulated,0.243,30,0.0179190523415878,0.51,labeled_bootstrap
80,simulated,0.243,50,0.0179190523415878,0.92,labeled_bootstrap
80,simulated,0.243,80,0.0179190523415878,1.0,labeled_bootstrap
80,simulated,0.2524,7,0.0175943626429376,0.1,labeled_bootstrap
80,simulated,0.2524,10,0.0175943626429376,0.21,labeled_bootstrap
80,simulated,0.2524,17,0.0175943626429376,0.28,labeled_bootstrap
80,simulated,0.2524,30,0.0175943626429376,0.6,labeled_bootstrap
80,simulated,0.2524,50,0.0175943626429376,0.88,labeled_bootstrap
80,simulated,0.2524,80,0.0175943626429376,1.0,labeled_bootstrap
80,simulated,0.2702,7,0.0295314906792906,0.28,labeled_bootstrap
80,simulated,0.2702,10,0.0295314906792906,0.26,labeled_bootstrap
80,simulated,0.2702,17,0.0295314906792906,0.6,labeled_bootstrap
80,simulated,0.2702,30,0.0295314906792906,0.89,labeled_bootstrap
80,simulated,0.2702,50,0.0295314906792906,1.0,labeled_bootstrap
80,simulated,0.2702,80,0.0295314906792906,1.0,labeled_bootstrap
80,simulated,0.3049,7,0.0278328531102182,0.27,labeled_bootstrap
80,simulated,0.3049,10,0.0278328531102182,0.24,labeled_bootstrap
80,simulated,0.3049,17,0.0278328531102182,0.5,labeled_bootstrap
80,simulated,0.3049,30,0.0278328531102182,0.79,labeled_bootstrap
80,simulated,0.3049,50,0.0278328531102182,1.0,labeled_bootstrap
80,simulated,0.3049,80,0.0278328531102182,1.0,labeled_bootstrap
80,simulated,0.4,7,0.0509339315810814,0.26,labeled_bootstrap
80,simulated,0.4,10,0.0509339315810814,0.57,labeled_bootstrap
80,simulated,0.4,17,0.0509339315810814,0.85,labeled_bootstrap
80,simulated,0.4,30,0.0509339315810814,0.97,labeled_bootstrap
80,simulated,0.4,50,0.0509339315810814,1.0,labeled_bootstrap
80,simulated,0.4,80,0.0509339315810814,1.0,labeled_bootstrap
80,simulated,0.5051,7,0.0876143278600112,0.42,labeled_bootstrap
80,simulated,0.5051,10,0.0876143278600112,0.72,labeled_bootstrap
80,simulated,0.5051,17,0.0876143278600112,0.93,labeled_bootstrap
80,simulated,0.5051,30,0.0876143278600112,1.0,labeled_bootstrap
80,simulated,0.5051,50,0.0876143278600112,1.0,labeled_bootstrap
80,simulated,0.5051,80,0.0876143278600112,1.0,labeled_bootstrap
80,simulated,0.5312,7,0.0736129915292758,0.5,labeled_bootstrap
80,simulated,0.5312,10,0.0736129915292758,0.7,labeled_bootstrap
80,simulated,0.5312,17,0.0736129915292758,0.93,labeled_bootstrap
80,simulated,0.5312,30,0.0736129915292758,0.99,labeled_bootstrap
80,simulated,0.5312,50,0.0736129915292758,1.0,labeled_bootstrap
80,simulated,0.5312,80,0.0736129915292758,1.0,labeled_bootstrap
80,simulated,0.6,7,0.1052758284506745,0.65,labeled_bootstrap
80,simulated,0.6,10,0.1052758284506745,0.79,labeled_bootstrap
80,simulated,0.6,17,0.1052758284506745,0.98,labeled_bootstrap
80,simulated,0.6,30,0.1052758284506745,1.0,labeled_bootstrap
80,simulated,0.6,50,0.1052758284506745,1.0,labeled_bootstrap
80,simulated,0.6,80,0.1052758284506745,1.0,labeled_bootstrap
80,simulated,0.6158,7,0.1039822286554353,0.57,labeled_bootstrap
80,simulated,0.6158,10,0.1039822286554353,0.72,labeled_bootstrap
80,simulated,0.6158,17,0.1039822286554353,0.98,labeled_bootstrap
80,simulated,0.6158,30,0.1039822286554353,1.0,labeled_bootstrap
80,simulated,0.6158,50,0.1039822286554353,1.0,labeled_bootstrap
80,simulated,0.6158,80,0.1039822286554353,1.0,labeled_bootstrap
80,simulated,0.6391,7,0.0982811365314884,0.47,labeled_bootstrap
80,simulated,0.6391,10,0.0982811365314884,0.73,labeled_bootstrap
80,simulated,0.6391,17,0.0982811365314884,0.97,labeled_bootstrap
80,simulated,0.6391,30,0.0982811365314884,1.0,labeled_bootstrap
80,simulated,0.6391,50,0.0982811365314884,1.0,labeled_bootstrap
80,simulated,0.6391,80,0.0982811365314884,1.0,labeled_bootstrap
80,simulated,0.6625,7,0.1183309150651884,0.67,labeled_bootstrap
80,simulated,0.6625,10,0.1183309150651884,0.86,labeled_bootstrap
80,simulated,0.6625,17,0.1183309150651884,0.99,labeled_bootstrap
80,simulated,0.6625,30,0.1183309150651884,1.0,labeled_bootstrap
80,simulated,0.6625,50,0.1183309150651884,1.0,labeled_bootstrap
80,simulated,0.6625,80,0.1183309150651884,1.0,labeled_bootstrap
80,simulated,0.7703,7,0.1646809512075996,0.86,labeled_bootstrap
80,simulated,0.7703,10,0.1646809512075996,0.99,labeled_bootstrap
80,simulated,0.7703,17,0.1646809512075996,1.0,labeled_bootstrap
80,simulated,0.7703,30,0.1646809512075996,1.0,labeled_bootstrap
80,simulated,0.7703,50,0.1646809512075996,1.0,labeled_bootstrap
80,simulated,0.7703,80,0.1646809512075996,1.0,labeled_bootstrap
80,simulated,0.8128,7,0.1859360292798672,0.95,labeled_bootstrap
80,simulated,0.8128,10,0.1859360292798672,0.99,labeled_bootstrap
80,simulated,0.8128,17,0.1859360292798672,1.0,labeled_bootstrap
80,simulated,0.8128,30,0.1859360292798672,1.0,labeled_bootstrap
80,simulated,0.8128,50,0.1859360292798672,1.0,labeled_bootstrap
80,simulated,0.8128,80,0.1859360292798672,1.0,labeled_bootstrap
80,simulated,0.8314,7,0.19168034784635,0.94,labeled_bootstrap
80,simulated,0.8314,10,0.19168034784635,1.0,labeled_bootstrap
80,simulated,0.8314,17,0.19168034784635,1.0,labeled_bootstrap
80,simulated,0.8314,30,0.19168034784635,1.0,labeled_bootstrap
80,simulated,0.8314,50,0.19168034784635,1.0,labeled_bootstrap
80,simulated,0.8314,80,0.19168034784635,1.0,labeled_bootstrap
80,simulated,0.8875,7,0.2351021750423804,1.0,labeled_bootstrap
80,simulated,0.8875,10,0.2351021750423804,1.0,labeled_bootstrap
80,simulated,0.8875,17,0.2351021750423804,1.0,labeled_bootstrap
80,simulated,0.8875,30,0.2351021750423804,1.0,labeled_bootstrap
80,simulated,0.8875,50,0.2351021750423804,1.0,labeled_bootstrap
80,simulated,0.8875,80,0.2351021750423804,1.0,labeled_bootstrap
80,simulated,0.925,7,0.2457683114111614,0.98,labeled_bootstrap
80,simulated,0.925,10,0.2457683114111614,1.0,labeled_bootstrap
80,simulated,0.925,17,0.2457683114111614,1.0,labeled_bootstrap
80,simulated,0.925,30,0.2457683114111614,1.0,labeled_bootstrap
80,simulated,0.925,50,0.2457683114111614,1.0,labeled_bootstrap
80,simulated,0.925,80,0.2457683114111614,1.0,labeled_bootstrap
80,simulated,0.95,7,0.2808383454952858,1.0,labeled_bootstrap
80,simulated,0.95,10,0.2808383454952858,1.0,labeled_bootstrap
80,simulated,0.95,17,0.2808383454952858,1.0,labeled_bootstrap
80,simulated,0.95,30,0.2808383454952858,1.0,labeled_bootstrap
80,simulated,0.95,50,0.2808383454952858,1.0,labeled_bootstrap
80,simulated,0.95,80,0.2808383454952858,1.0,labeled_bootstrap
80,simulated,0.9625,7,0.2777209623571987,1.0,labeled_bootstrap
80,simulated,0.9625,10,0.2777209623571987,1.0,labeled_bootstrap
80,simulated,0.9625,17,0.2777209623571987,1.0,labeled_bootstrap
80,simulated,0.9625,30,0.2777209623571987,1.0,labeled_bootstrap
80,simulated,0.9625,50,0.2777209623571987,1.0,labeled_bootstrap
80,simulated,0.9625,80,0.2777209623571987,1.0,labeled_bootstrap
80,simulated,0.975,7,0.280176615439748,1.0,labeled_bootstrap
80,simulated,0.975,10,0.280176615439748,1.0,labeled_bootstrap
80,simulated,0.975,17,0.280176615439748,1.0,labeled_bootstrap
80,simulated,0.975,30,0.280176615439748,1.0,labeled_bootstrap
80,simulated,0.975,50,0.280176615439748,1.0,labeled_bootstrap
80,simulated,0.975,80,0.280176615439748,1.0,labeled_bootstrap
80,simulated,1.0,7,0.2972266543597279,1.0,labeled_bootstrap
80,simulated,1.0,10,0.2972266543597279,1.0,labeled_bootstrap
80,simulated,1.0,17,0.2972266543597279,1.0,labeled_bootstrap
80,simulated,1.0,30,0.2972266543597279,1.0,labeled_bootstrap
80,simulated,1.0,50,0.2972266543597279,1.0,labeled_bootstrap
80,simulated,1.0,80,0.2972266543597279,1.0,labeled_bootstrap
