modality,kind,distance
protein,within_syn,1.7492924407143005
protein,within_syn,1.5988699310832792
protein,within_syn,0.0
protein,within_syn,1.480636447677785
protein,within_syn,1.68701480604252
protein,within_syn,1.266655520073813
protein,within_syn,1.1486517899887465
protein,within_syn,1.68701480604252
protein,within_syn,0.7923007782126004
protein,within_syn,0.0
protein,within_syn,1.194403451428475
protein,within_syn,1.7492924407143005
protein,within_syn,1.1741279387655452
protein,within_syn,1.266655520073813
protein,within_syn,1.5988699310832792
protein,within_syn,0.8963217521865606
protein,within_syn,1.1486517899887465
protein,within_syn,1.480636447677785
protein,within_syn,1.68701480604252
protein,within_syn,0.7923007782126004
protein,within_syn,1.112687272508936
protein,within_syn,1.0999633310919141
protein,within_syn,0.9352931678697205
protein,within_syn,1.031707868557227
protein,within_syn,0.8713812078108564
protein,within_syn,0.9550631821115005
protein,within_syn,0.8157281758880647
protein,within_syn,0.9085593107255647
protein,within_syn,0.9610799919209154
protein,within_syn,1.2184161291441689
protein,within_syn,1.1674703328492249
protein,within_syn,1.094383153688693
protein,within_syn,1.0855599182452556
protein,within_syn,1.0065927862159567
protein,within_syn,1.15348932067508
protein,within_syn,0.9124950262556875
protein,within_syn,0.9053714502440467
protein,within_syn,1.1022216612512865
protein,within_syn,1.1219605225080347
protein,within_syn,0.7227460941364512
protein,within_syn,1.0999633310919141
protein,within_syn,0.9085593107255647
protein,within_syn,1.094383153688693
protein,within_syn,1.112687272508936
protein,within_syn,1.0855599182452556
protein,within_syn,1.15348932067508
protein,within_syn,0.9053714502440467
protein,within_syn,1.1022216612512865
protein,within_syn,1.1219605225080347
protein,within_syn,1.2184161291441689
protein,within_syn,1.0065927862159567
protein,within_syn,0.0
protein,within_syn,0.9352931678697205
protein,within_syn,0.9610799919209154
protein,within_syn,0.7227460941364512
protein,within_syn,0.8713812078108564
protein,within_syn,0.9550631821115005
protein,within_syn,0.9124950262556875
protein,within_syn,0.8157281758880647
protein,within_syn,1.031707868557227
protein,within_syn,1.1674703328492249
protein,within_syn,0.9085593107255647
protein,within_syn,1.094383153688693
protein,within_syn,1.0999633310919141
protein,within_syn,1.1022216612512865
protein,within_syn,0.9610799919209154
protein,within_syn,1.15348932067508
protein,within_syn,0.9124950262556875
protein,within_syn,0.0
protein,within_syn,1.0855599182452556
protein,within_syn,1.112687272508936
protein,within_syn,0.7227460941364512
protein,within_syn,0.8157281758880647
protein,within_syn,1.1674703328492249
protein,within_syn,1.0065927862159567
protein,within_syn,0.9352931678697205
protein,within_syn,0.8713812078108564
protein,within_syn,1.1219605225080347
protein,within_syn,0.9550631821115005
protein,within_syn,1.3562237561111552
protein,within_syn,1.253352713145272
protein,within_syn,1.4539952774091904
protein,within_syn,1.3274458344706555
protein,within_syn,1.2885371028643509
protein,within_syn,1.2869586260446826
protein,within_syn,0.9970487034849755
protein,within_syn,1.2128648877910477
protein,within_syn,1.5785118894679817
protein,within_syn,1.2242547138037654
protein,within_syn,1.1488426977958182
protein,within_syn,1.2544856881062991
protein,within_syn,1.1500909006894773
protein,within_syn,1.367270583067363
protein,within_syn,1.0566592173711868
protein,within_syn,1.0555905339198455
protein,within_syn,1.2406703196105207
protein,within_syn,1.218558674668426
protein,within_syn,1.1956177266096337
protein,within_syn,1.3562237561111552
protein,within_syn,0.9970487034849755
protein,within_syn,1.1488426977958182
protein,within_syn,0.0
protein,within_syn,1.2544856881062991
protein,within_syn,1.367270583067363
protein,within_syn,1.0555905339198455
protein,within_syn,1.2406703196105207
protein,within_syn,1.218558674668426
protein,within_syn,1.5785118894679817
protein,within_syn,1.1500909006894773
protein,within_syn,1.112687272508936
protein,within_syn,1.253352713145272
protein,within_syn,1.2128648877910477
protein,within_syn,1.1956177266096337
protein,within_syn,1.3274458344706555
protein,within_syn,1.2885371028643509
protein,within_syn,1.0566592173711868
protein,within_syn,1.2869586260446826
protein,within_syn,1.4539952774091904
protein,within_syn,1.2242547138037654
protein,within_syn,0.9970487034849755
protein,within_syn,1.1488426977958182
protein,within_syn,1.3562237561111552
protein,within_syn,1.2406703196105207
protein,within_syn,1.2128648877910477
protein,within_syn,1.367270583067363
protein,within_syn,1.0566592173711868
protein,within_syn,1.112687272508936
protein,within_syn,1.2544856881062991
protein,within_syn,0.0
protein,within_syn,1.1956177266096337
protein,within_syn,1.2869586260446826
protein,within_syn,1.2242547138037654
protein,within_syn,1.1500909006894773
protein,within_syn,1.253352713145272
protein,within_syn,1.3274458344706555
protein,within_syn,1.218558674668426
protein,within_syn,1.2885371028643509
protein,within_syn,0.9750551940771229
protein,within_syn,1.0854378856412954
protein,within_syn,1.079789460545809
protein,within_syn,1.1493123320048209
protein,within_syn,1.265965843293951
protein,within_syn,1.030467971907633
protein,within_syn,0.9200326341402406
protein,within_syn,1.1906825856308323
protein,within_syn,1.0317419273104755
protein,within_syn,1.120416752562142
protein,within_syn,1.0092364138456769
protein,within_syn,1.1771509531408724
protein,within_syn,1.3308056915811255
protein,within_syn,0.9056826209960415
protein,within_syn,0.9648887445269277
protein,within_syn,0.8572095714603928
protein,within_syn,1.0782684122562984
protein,within_syn,1.1072778132219954
protein,within_syn,0.0
protein,within_syn,1.030467971907633
protein,within_syn,1.120416752562142
protein,within_syn,1.3562237561111552
protein,within_syn,1.0092364138456769
protein,within_syn,1.3308056915811255
protein,within_syn,0.9648887445269277
protein,within_syn,0.8572095714603928
protein,within_syn,1.0782684122562984
protein,within_syn,1.1906825856308323
protein,within_syn,1.1771509531408724
protein,within_syn,1.0999633310919141
protein,within_syn,0.9750551940771229
protein,within_syn,0.9200326341402406
protein,within_syn,1.1072778132219954
protein,within_syn,1.079789460545809
protein,within_syn,1.1493123320048209
protein,within_syn,0.9056826209960415
protein,within_syn,1.265965843293951
protein,within_syn,1.0854378856412954
protein,within_syn,1.0317419273104755
protein,within_syn,1.030467971907633
protein,within_syn,1.120416752562142
protein,within_syn,0.0
protein,within_syn,0.8572095714603928
protein,within_syn,0.9200326341402406
protein,within_syn,1.3308056915811255
protein,within_syn,0.9056826209960415
protein,within_syn,1.0999633310919141
protein,within_syn,1.0092364138456769
protein,within_syn,1.3562237561111552
protein,within_syn,1.1072778132219954
protein,within_syn,1.265965843293951
protein,within_syn,1.0317419273104755
protein,within_syn,1.1771509531408724
protein,within_syn,0.9750551940771229
protein,within_syn,1.079789460545809
protein,within_syn,1.0782684122562984
protein,within_syn,1.1493123320048209
protein,within_syn,0.97608632606505
protein,within_syn,0.8151705516958823
protein,within_syn,0.9363075286441985
protein,within_syn,1.0730728895764163
protein,within_syn,1.028738387480318
protein,within_syn,0.9932497885067129
protein,within_syn,1.1927024627136102
protein,within_syn,1.2949749457205642
protein,within_syn,1.096697911590912
protein,within_syn,1.0653638361444286
protein,within_syn,1.178206319574209
protein,within_syn,1.3281776095857423
protein,within_syn,0.9248430945062546
protein,within_syn,0.9204635536693304
protein,within_syn,1.1468194363801407
protein,within_syn,1.0201901655682162
protein,within_syn,0.9311575653935049
protein,within_syn,0.9750551940771229
protein,within_syn,1.028738387480318
protein,within_syn,1.096697911590912
protein,within_syn,1.253352713145272
protein,within_syn,1.0653638361444286
protein,within_syn,1.3281776095857423
protein,within_syn,0.9204635536693304
protein,within_syn,1.1468194363801407
protein,within_syn,1.0201901655682162
protein,within_syn,1.1927024627136102
protein,within_syn,1.178206319574209
protein,within_syn,0.9352931678697205
protein,within_syn,0.0
protein,within_syn,0.9932497885067129
protein,within_syn,0.9311575653935049
protein,within_syn,0.8151705516958823
protein,within_syn,0.9363075286441985
protein,within_syn,0.9248430945062546
protein,within_syn,1.0730728895764163
protein,within_syn,0.97608632606505
protein,within_syn,1.2949749457205642
protein,within_syn,1.028738387480318
protein,within_syn,1.096697911590912
protein,within_syn,0.9750551940771229
protein,within_syn,1.1468194363801407
protein,within_syn,0.9932497885067129
protein,within_syn,1.3281776095857423
protein,within_syn,0.9248430945062546
protein,within_syn,0.9352931678697205
protein,within_syn,1.0653638361444286
protein,within_syn,1.253352713145272
protein,within_syn,0.9311575653935049
protein,within_syn,1.0730728895764163
protein,within_syn,1.2949749457205642
protein,within_syn,1.178206319574209
protein,within_syn,0.0
protein,within_syn,0.8151705516958823
protein,within_syn,1.0201901655682162
protein,within_syn,0.9363075286441985
protein,within_syn,0.9736960668653907
protein,within_syn,1.0836749209694938
protein,within_syn,1.093994339018967
protein,within_syn,1.2602121318678936
protein,within_syn,1.087940146291006
protein,within_syn,0.9465936560556718
protein,within_syn,1.460536234858146
protein,within_syn,1.30462667507527
protein,within_syn,1.173968390996484
protein,within_syn,1.3365277560058049
protein,within_syn,1.3351958806772544
protein,within_syn,1.1017940697934032
protein,within_syn,1.1187903666297363
protein,within_syn,1.2346341673077672
protein,within_syn,1.2455324158367704
protein,within_syn,0.9999271749792059
protein,within_syn,1.0854378856412954
protein,within_syn,1.2602121318678936
protein,within_syn,1.30462667507527
protein,within_syn,1.4539952774091904
protein,within_syn,1.173968390996484
protein,within_syn,1.3351958806772544
protein,within_syn,1.1187903666297363
protein,within_syn,1.2346341673077672
protein,within_syn,1.2455324158367704
protein,within_syn,0.9465936560556718
protein,within_syn,1.3365277560058049
protein,within_syn,1.031707868557227
protein,within_syn,0.97608632606505
protein,within_syn,1.087940146291006
protein,within_syn,0.9999271749792059
protein,within_syn,0.9736960668653907
protein,within_syn,1.0836749209694938
protein,within_syn,1.1017940697934032
protein,within_syn,1.093994339018967
protein,within_syn,0.0
protein,within_syn,1.460536234858146
protein,within_syn,1.2602121318678936
protein,within_syn,1.30462667507527
protein,within_syn,1.0854378856412954
protein,within_syn,1.2346341673077672
protein,within_syn,1.087940146291006
protein,within_syn,1.3351958806772544
protein,within_syn,1.1017940697934032
protein,within_syn,1.031707868557227
protein,within_syn,1.173968390996484
protein,within_syn,1.4539952774091904
protein,within_syn,0.9999271749792059
protein,within_syn,1.093994339018967
protein,within_syn,1.460536234858146
protein,within_syn,1.3365277560058049
protein,within_syn,0.97608632606505
protein,within_syn,0.9736960668653907
protein,within_syn,1.2455324158367704
protein,within_syn,1.0836749209694938
protein,within_syn,0.9052557348773309
protein,within_syn,0.9753628735846342
protein,within_syn,1.1300432201986397
protein,within_syn,1.0501173867327351
protein,within_syn,1.1414983139695807
protein,within_syn,1.324360519968395
protein,within_syn,1.2119299422882548
protein,within_syn,1.1325917224284276
protein,within_syn,1.1339772685870724
protein,within_syn,1.3365606569771218
protein,within_syn,1.0666015945306848
protein,within_syn,1.002735266512536
protein,within_syn,1.150669443005045
protein,within_syn,1.125484269066007
protein,within_syn,0.8886997420942451
protein,within_syn,1.079789460545809
protein,within_syn,1.1300432201986397
protein,within_syn,1.2119299422882548
protein,within_syn,1.3274458344706555
protein,within_syn,1.1325917224284276
protein,within_syn,1.3365606569771218
protein,within_syn,1.002735266512536
protein,within_syn,1.150669443005045
protein,within_syn,1.125484269066007
protein,within_syn,1.1414983139695807
protein,within_syn,1.1339772685870724
protein,within_syn,0.8713812078108564
protein,within_syn,0.8151705516958823
protein,within_syn,1.0501173867327351
protein,within_syn,0.8886997420942451
protein,within_syn,0.0
protein,within_syn,0.9052557348773309
protein,within_syn,1.0666015945306848
protein,within_syn,0.9753628735846342
protein,within_syn,0.9736960668653907
protein,within_syn,1.324360519968395
protein,within_syn,1.1300432201986397
protein,within_syn,1.2119299422882548
protein,within_syn,1.079789460545809
protein,within_syn,1.150669443005045
protein,within_syn,1.0501173867327351
protein,within_syn,1.3365606569771218
protein,within_syn,1.0666015945306848
protein,within_syn,0.8713812078108564
protein,within_syn,1.1325917224284276
protein,within_syn,1.3274458344706555
protein,within_syn,0.8886997420942451
protein,within_syn,0.9753628735846342
protein,within_syn,1.324360519968395
protein,within_syn,1.1339772685870724
protein,within_syn,0.8151705516958823
protein,within_syn,0.0
protein,within_syn,1.125484269066007
protein,within_syn,0.9052557348773309
protein,within_syn,0.9237141186432445
protein,within_syn,1.1138905061743625
protein,within_syn,1.097594019267553
protein,within_syn,1.2169943585021359
protein,within_syn,1.3784279185480015
protein,within_syn,1.1581469791318797
protein,within_syn,1.222882154106836
protein,within_syn,1.128681994523712
protein,within_syn,1.3222389783131872
protein,within_syn,1.1186528095070716
protein,within_syn,1.0091148885646701
protein,within_syn,1.2215517464261603
protein,within_syn,1.232110629977917
protein,within_syn,0.8649233365862317
protein,within_syn,1.1493123320048209
protein,within_syn,1.1138905061743625
protein,within_syn,1.1581469791318797
protein,within_syn,1.2885371028643509
protein,within_syn,1.222882154106836
protein,within_syn,1.3222389783131872
protein,within_syn,1.0091148885646701
protein,within_syn,1.2215517464261603
protein,within_syn,1.232110629977917
protein,within_syn,1.2169943585021359
protein,within_syn,1.128681994523712
protein,within_syn,0.9550631821115005
protein,within_syn,0.9363075286441985
protein,within_syn,1.097594019267553
protein,within_syn,0.8649233365862317
protein,within_syn,0.9052557348773309
protein,within_syn,0.0
protein,within_syn,1.1186528095070716
protein,within_syn,0.9237141186432445
protein,within_syn,1.0836749209694938
protein,within_syn,1.3784279185480015
protein,within_syn,1.1138905061743625
protein,within_syn,1.1581469791318797
protein,within_syn,1.1493123320048209
protein,within_syn,1.2215517464261603
protein,within_syn,1.097594019267553
protein,within_syn,1.3222389783131872
protein,within_syn,1.1186528095070716
protein,within_syn,0.9550631821115005
protein,within_syn,1.222882154106836
protein,within_syn,1.2885371028643509
protein,within_syn,0.8649233365862317
protein,within_syn,0.9237141186432445
protein,within_syn,1.3784279185480015
protein,within_syn,1.128681994523712
protein,within_syn,0.9363075286441985
protein,within_syn,0.9052557348773309
protein,within_syn,1.232110629977917
protein,within_syn,0.0
protein,within_syn,1.1349069930774485
protein,within_syn,1.1242770281520786
protein,within_syn,1.3151015865503437
protein,within_syn,1.3527752098544146
protein,within_syn,1.2417991630284382
protein,within_syn,1.3107734536566715
protein,within_syn,1.140757500045602
protein,within_syn,1.2970220242159123
protein,within_syn,1.1255198191663
protein,within_syn,1.1072356389586195
protein,within_syn,1.2573594833567006
protein,within_syn,1.2523428319441168
protein,within_syn,0.9834913901632346
protein,within_syn,1.265965843293951
protein,within_syn,1.1349069930774485
protein,within_syn,1.2417991630284382
protein,within_syn,1.2869586260446826
protein,within_syn,1.3107734536566715
protein,within_syn,1.2970220242159123
protein,within_syn,1.1072356389586195
protein,within_syn,1.2573594833567006
protein,within_syn,1.2523428319441168
protein,within_syn,1.3151015865503437
protein,within_syn,1.140757500045602
protein,within_syn,0.8157281758880647
protein,within_syn,1.0730728895764163
protein,within_syn,1.1242770281520786
protein,within_syn,0.9834913901632346
protein,within_syn,0.9753628735846342
protein,within_syn,0.9237141186432445
protein,within_syn,1.1255198191663
protein,within_syn,0.0
protein,within_syn,1.093994339018967
protein,within_syn,1.3527752098544146
protein,within_syn,1.1349069930774485
protein,within_syn,1.2417991630284382
protein,within_syn,1.265965843293951
protein,within_syn,1.2573594833567006
protein,within_syn,1.1242770281520786
protein,within_syn,1.2970220242159123
protein,within_syn,1.1255198191663
protein,within_syn,0.8157281758880647
protein,within_syn,1.3107734536566715
protein,within_syn,1.2869586260446826
protein,within_syn,0.9834913901632346
protein,within_syn,0.0
protein,within_syn,1.3527752098544146
protein,within_syn,1.140757500045602
protein,within_syn,1.0730728895764163
protein,within_syn,0.9753628735846342
protein,within_syn,1.2523428319441168
protein,within_syn,0.9237141186432445
protein,within_syn,0.9582401168876621
protein,within_syn,1.2717240930532345
protein,within_syn,1.0844221975212383
protein,within_syn,0.8527531631332376
protein,within_syn,1.0678938976821866
protein,within_syn,1.0073992454290737
protein,within_syn,1.2397015603853039
protein,within_syn,0.7920903356508239
protein,within_syn,0.831157112240418
protein,within_syn,1.0637647369921632
protein,within_syn,1.0361363932272378
protein,within_syn,1.0848380302166545
protein,within_syn,1.030467971907633
protein,within_syn,0.0
protein,within_syn,0.8527531631332376
protein,within_syn,0.9970487034849755
protein,within_syn,1.0678938976821866
protein,within_syn,1.2397015603853039
protein,within_syn,0.831157112240418
protein,within_syn,1.0637647369921632
protein,within_syn,1.0361363932272378
protein,within_syn,1.2717240930532345
protein,within_syn,1.0073992454290737
protein,within_syn,0.9085593107255647
protein,within_syn,1.028738387480318
protein,within_syn,0.9582401168876621
protein,within_syn,1.0848380302166545
protein,within_syn,1.1300432201986397
protein,within_syn,1.1138905061743625
protein,within_syn,0.7920903356508239
protein,within_syn,1.1349069930774485
protein,within_syn,1.2602121318678936
protein,within_syn,1.0844221975212383
protein,within_syn,0.0
protein,within_syn,0.8527531631332376
protein,within_syn,1.030467971907633
protein,within_syn,1.0637647369921632
protein,within_syn,0.9582401168876621
protein,within_syn,1.2397015603853039
protein,within_syn,0.7920903356508239
protein,within_syn,0.9085593107255647
protein,within_syn,1.0678938976821866
protein,within_syn,0.9970487034849755
protein,within_syn,1.0848380302166545
protein,within_syn,1.1349069930774485
protein,within_syn,1.0844221975212383
protein,within_syn,1.0073992454290737
protein,within_syn,1.028738387480318
protein,within_syn,1.1300432201986397
protein,within_syn,1.0361363932272378
protein,within_syn,1.1138905061743625
protein,within_syn,1.2088467342500167
protein,within_syn,1.1926784794186986
protein,within_syn,1.047997060605459
protein,within_syn,1.0193126789858349
protein,within_syn,1.11776481497508
protein,within_syn,1.2711552567769904
protein,within_syn,0.8384138477747651
protein,within_syn,0.8407755045646905
protein,within_syn,1.063440576883345
protein,within_syn,0.9520928438495333
protein,within_syn,1.0133370893654334
protein,within_syn,0.9200326341402406
protein,within_syn,0.9582401168876621
protein,within_syn,1.047997060605459
protein,within_syn,1.2128648877910477
protein,within_syn,1.0193126789858349
protein,within_syn,1.2711552567769904
protein,within_syn,0.8407755045646905
protein,within_syn,1.063440576883345
protein,within_syn,0.9520928438495333
protein,within_syn,1.2088467342500167
protein,within_syn,1.11776481497508
protein,within_syn,0.9610799919209154
protein,within_syn,0.9932497885067129
protein,within_syn,0.0
protein,within_syn,1.0133370893654334
protein,within_syn,1.0501173867327351
protein,within_syn,1.097594019267553
protein,within_syn,0.8384138477747651
protein,within_syn,1.1242770281520786
protein,within_syn,1.087940146291006
protein,within_syn,1.1926784794186986
protein,within_syn,0.9582401168876621
protein,within_syn,1.047997060605459
protein,within_syn,0.9200326341402406
protein,within_syn,1.063440576883345
protein,within_syn,0.0
protein,within_syn,1.2711552567769904
protein,within_syn,0.8384138477747651
protein,within_syn,0.9610799919209154
protein,within_syn,1.0193126789858349
protein,within_syn,1.2128648877910477
protein,within_syn,1.0133370893654334
protein,within_syn,1.1242770281520786
protein,within_syn,1.1926784794186986
protein,within_syn,1.11776481497508
protein,within_syn,0.9932497885067129
protein,within_syn,1.0501173867327351
protein,within_syn,0.9520928438495333
protein,within_syn,1.097594019267553
protein,within_syn,1.4791598591081394
protein,within_syn,1.2957545830878918
protein,within_syn,1.1795230309806906
protein,within_syn,1.401174732280757
protein,within_syn,1.4979908972882885
protein,within_syn,1.146668760986344
protein,within_syn,1.1993356811757105
protein,within_syn,1.306266857140333
protein,within_syn,1.2211763264742264
protein,within_syn,1.2096731693986986
protein,within_syn,1.1906825856308323
protein,within_syn,1.2717240930532345
protein,within_syn,1.2957545830878918
protein,within_syn,1.5785118894679817
protein,within_syn,1.1795230309806906
protein,within_syn,1.4979908972882885
protein,within_syn,1.1993356811757105
protein,within_syn,1.306266857140333
protein,within_syn,1.2211763264742264
protein,within_syn,0.0
protein,within_syn,1.401174732280757
protein,within_syn,1.2184161291441689
protein,within_syn,1.1927024627136102
protein,within_syn,1.2088467342500167
protein,within_syn,1.2096731693986986
protein,within_syn,1.1414983139695807
protein,within_syn,1.2169943585021359
protein,within_syn,1.146668760986344
protein,within_syn,1.3151015865503437
protein,within_syn,0.9465936560556718
protein,within_syn,1.4791598591081394
protein,within_syn,1.2717240930532345
protein,within_syn,1.2957545830878918
protein,within_syn,1.1906825856308323
protein,within_syn,1.306266857140333
protein,within_syn,1.2088467342500167
protein,within_syn,1.4979908972882885
protein,within_syn,1.146668760986344
protein,within_syn,1.2184161291441689
protein,within_syn,1.1795230309806906
protein,within_syn,1.5785118894679817
protein,within_syn,1.2096731693986986
protein,within_syn,1.3151015865503437
protein,within_syn,1.4791598591081394
protein,within_syn,1.401174732280757
protein,within_syn,1.1927024627136102
protein,within_syn,1.1414983139695807
protein,within_syn,1.2211763264742264
protein,within_syn,1.2169943585021359
protein,within_syn,1.1780856861054783
protein,within_syn,1.155223776682861
protein,within_syn,1.1172649345523573
protein,within_syn,1.3197744568400807
protein,within_syn,1.1238446992931643
protein,within_syn,1.1249158405748707
protein,within_syn,0.9585486884366485
protein,within_syn,1.266621631434329
protein,within_syn,1.3276329512205634
protein,within_syn,1.0317419273104755
protein,within_syn,1.0844221975212383
protein,within_syn,1.1780856861054783
protein,within_syn,1.2242547138037654
protein,within_syn,1.155223776682861
protein,within_syn,1.3197744568400807
protein,within_syn,1.1249158405748707
protein,within_syn,0.9585486884366485
protein,within_syn,1.266621631434329
protein,within_syn,1.4791598591081394
protein,within_syn,1.1172649345523573
protein,within_syn,1.1674703328492249
protein,within_syn,1.2949749457205642
protein,within_syn,1.1926784794186986
protein,within_syn,1.3276329512205634
protein,within_syn,1.324360519968395
protein,within_syn,1.3784279185480015
protein,within_syn,1.1238446992931643
protein,within_syn,1.3527752098544146
protein,within_syn,1.460536234858146
protein,within_syn,0.0
protein,within_syn,1.0844221975212383
protein,within_syn,1.1780856861054783
protein,within_syn,1.0317419273104755
protein,within_syn,0.9585486884366485
protein,within_syn,1.1926784794186986
protein,within_syn,1.3197744568400807
protein,within_syn,1.1238446992931643
protein,within_syn,1.1674703328492249
protein,within_syn,1.155223776682861
protein,within_syn,1.2242547138037654
protein,within_syn,1.3276329512205634
protein,within_syn,1.3527752098544146
protein,within_syn,0.0
protein,within_syn,1.1172649345523573
protein,within_syn,1.2949749457205642
protein,within_syn,1.324360519968395
protein,within_syn,1.266621631434329
protein,within_syn,1.3784279185480015
protein,within_syn,1.0939053343154694
protein,within_syn,1.1469520579692982
protein,within_syn,1.268808604634597
protein,within_syn,0.8643648844470391
protein,within_syn,0.9218636451928605
protein,within_syn,1.158249098059992
protein,within_syn,1.0188289648944986
protein,within_syn,1.1528958034198313
protein,within_syn,1.120416752562142
protein,within_syn,0.8527531631332376
protein,within_syn,0.0
protein,within_syn,1.1488426977958182
protein,within_syn,1.0939053343154694
protein,within_syn,1.268808604634597
protein,within_syn,0.9218636451928605
protein,within_syn,1.158249098059992
protein,within_syn,1.0188289648944986
protein,within_syn,1.2957545830878918
protein,within_syn,1.1469520579692982
protein,within_syn,1.094383153688693
protein,within_syn,1.096697911590912
protein,within_syn,1.047997060605459
protein,within_syn,1.1528958034198313
protein,within_syn,1.2119299422882548
protein,within_syn,1.1581469791318797
protein,within_syn,0.8643648844470391
protein,within_syn,1.2417991630284382
protein,within_syn,1.30462667507527
protein,within_syn,1.1780856861054783
protein,within_syn,0.8527531631332376
protein,within_syn,0.0
protein,within_syn,1.120416752562142
protein,within_syn,1.158249098059992
protein,within_syn,1.047997060605459
protein,within_syn,1.268808604634597
protein,within_syn,0.8643648844470391
protein,within_syn,1.094383153688693
protein,within_syn,1.0939053343154694
protein,within_syn,1.1488426977958182
protein,within_syn,1.1528958034198313
protein,within_syn,1.2417991630284382
protein,within_syn,1.1780856861054783
protein,within_syn,1.1469520579692982
protein,within_syn,1.096697911590912
protein,within_syn,1.2119299422882548
protein,within_syn,1.0188289648944986
protein,within_syn,1.1581469791318797
protein,within_syn,1.2511349131674636
protein,within_syn,1.219274519176868
protein,within_syn,0.9501900088410888
protein,within_syn,0.8858386424205463
protein,within_syn,1.1361244288917685
protein,within_syn,0.998800619823348
protein,within_syn,1.1370576638487364
protein,within_syn,1.0092364138456769
protein,within_syn,1.0678938976821866
protein,within_syn,1.0939053343154694
protein,within_syn,1.2544856881062991
protein,within_syn,0.0
protein,within_syn,1.219274519176868
protein,within_syn,0.8858386424205463
protein,within_syn,1.1361244288917685
protein,within_syn,0.998800619823348
protein,within_syn,1.1795230309806906
protein,within_syn,1.2511349131674636
protein,within_syn,1.0855599182452556
protein,within_syn,1.0653638361444286
protein,within_syn,1.0193126789858349
protein,within_syn,1.1370576638487364
protein,within_syn,1.1325917224284276
protein,within_syn,1.222882154106836
protein,within_syn,0.9501900088410888
protein,within_syn,1.3107734536566715
protein,within_syn,1.173968390996484
protein,within_syn,1.155223776682861
protein,within_syn,1.0678938976821866
protein,within_syn,1.0939053343154694
protein,within_syn,1.0092364138456769
protein,within_syn,1.1361244288917685
protein,within_syn,1.0193126789858349
protein,within_syn,1.219274519176868
protein,within_syn,0.9501900088410888
protein,within_syn,1.0855599182452556
protein,within_syn,0.0
protein,within_syn,1.2544856881062991
protein,within_syn,1.1370576638487364
protein,within_syn,1.3107734536566715
protein,within_syn,1.155223776682861
protein,within_syn,1.2511349131674636
protein,within_syn,1.0653638361444286
protein,within_syn,1.1325917224284276
protein,within_syn,0.998800619823348
protein,within_syn,1.222882154106836
protein,within_syn,1.2402109693044248
protein,within_syn,1.1246823405121917
protein,within_syn,1.0854183446266954
protein,within_syn,0.9971709863365794
protein,within_syn,1.2423677247256246
protein,within_syn,1.1428791636269189
protein,within_syn,1.1771509531408724
protein,within_syn,1.0073992454290737
protein,within_syn,1.1469520579692982
protein,within_syn,1.1500909006894773
protein,within_syn,1.2511349131674636
protein,within_syn,1.2402109693044248
protein,within_syn,1.0854183446266954
protein,within_syn,0.9971709863365794
protein,within_syn,1.2423677247256246
protein,within_syn,1.401174732280757
protein,within_syn,0.0
protein,within_syn,1.0065927862159567
protein,within_syn,1.178206319574209
protein,within_syn,1.11776481497508
protein,within_syn,1.1428791636269189
protein,within_syn,1.1339772685870724
protein,within_syn,1.128681994523712
protein,within_syn,1.1246823405121917
protein,within_syn,1.140757500045602
protein,within_syn,1.3365277560058049
protein,within_syn,1.1172649345523573
protein,within_syn,1.0073992454290737
protein,within_syn,1.1469520579692982
protein,within_syn,1.1771509531408724
protein,within_syn,0.9971709863365794
protein,within_syn,1.11776481497508
protein,within_syn,1.2402109693044248
protein,within_syn,1.1246823405121917
protein,within_syn,1.0065927862159567
protein,within_syn,1.2511349131674636
protein,within_syn,1.1500909006894773
protein,within_syn,1.1428791636269189
protein,within_syn,1.140757500045602
protein,within_syn,1.1172649345523573
protein,within_syn,0.0
protein,within_syn,1.178206319574209
protein,within_syn,1.1339772685870724
protein,within_syn,1.2423677247256246
protein,within_syn,1.128681994523712
protein,within_syn,1.1837674470518866
protein,within_syn,1.239816487662069
protein,within_syn,1.2989709318887082
protein,within_syn,1.4210610533978918
protein,within_syn,1.2692531296028622
protein,within_syn,1.3308056915811255
protein,within_syn,1.2397015603853039
protein,within_syn,1.268808604634597
protein,within_syn,1.367270583067363
protein,within_syn,1.219274519176868
protein,within_syn,0.0
protein,within_syn,1.239816487662069
protein,within_syn,1.2989709318887082
protein,within_syn,1.4210610533978918
protein,within_syn,1.4979908972882885
protein,within_syn,1.2402109693044248
protein,within_syn,1.15348932067508
protein,within_syn,1.3281776095857423
protein,within_syn,1.2711552567769904
protein,within_syn,1.2692531296028622
protein,within_syn,1.3365606569771218
protein,within_syn,1.3222389783131872
protein,within_syn,1.1837674470518866
protein,within_syn,1.2970220242159123
protein,within_syn,1.3351958806772544
protein,within_syn,1.3197744568400807
protein,within_syn,1.2397015603853039
protein,within_syn,1.268808604634597
protein,within_syn,1.3308056915811255
protein,within_syn,1.2989709318887082
protein,within_syn,1.2711552567769904
protein,within_syn,0.0
protein,within_syn,1.1837674470518866
protein,within_syn,1.15348932067508
protein,within_syn,1.219274519176868
protein,within_syn,1.367270583067363
protein,within_syn,1.2692531296028622
protein,within_syn,1.2970220242159123
protein,within_syn,1.3197744568400807
protein,within_syn,1.2402109693044248
protein,within_syn,1.3281776095857423
protein,within_syn,1.3365606569771218
protein,within_syn,1.4210610533978918
