pilot_n,fit_status,k,x0,power_at_target_omega2,empirical_alpha
4,ok,120.32295777392184,0.01815560105969413,0.978785181507955,0.041666666666666664
7,ok,155.89792858417653,0.01917358667282095,0.9918840421856902,0.041666666666666664
10,ok,130.14015724916558,0.019695607778002642,0.980994125750404,0.041666666666666664
30,ok,182.70103818334726,0.020129787814703582,0.9957531369886283,0.041666666666666664
50,ok,96.74373997791686,0.022066054605535092,0.9371701366268093,0.041666666666666664
80,ok,159.08427908642017,0.02203487602498793,0.9884426792632037,0.041666666666666664
