scale
0.18828364459336722
0.29777382197324836
0.3483517247420256
0.4285562633979667
0.463772043376938
0.46465181605805583
0.46553158873917366
0.504468249528618
0.5586667398245673
0.6536232169347103
0.6884663070729343
0.7233093972111584
