pilot_n,pilot_source,scale,true_omega2,power,mode,k_axes,center_shrinkage,pilot_target_omega2
80,simulated,0.0,0.0,0.16666666666666666,dilution,122,0.9487187545662205,0.060450597398371345
80,simulated,0.17842316821274937,0.0014030241703991888,0.16666666666666666,dilution,122,0.9487187545662205,0.060450597398371345
80,simulated,0.18283363557779242,0.002566026739751979,0.3333333333333333,dilution,122,0.9487187545662205,0.060450597398371345
80,simulated,0.18724410294283547,0.002123086730388424,0.25,dilution,122,0.9487187545662205,0.060450597398371345
80,simulated,0.19165457030787855,0.0025897234224215473,0.08333333333333333,dilution,122,0.9487187545662205,0.060450597398371345
80,simulated,0.2335711051105358,0.00566001391713038,0.16666666666666666,dilution,122,0.9487187545662205,0.060450597398371345
80,simulated,0.31347236272375767,0.004771801888843266,0.08333333333333333,dilution,122,0.9487187545662205,0.060450597398371345
80,simulated,0.32670376481888685,0.005856897302475707,0.5833333333333334,dilution,122,0.9487187545662205,0.060450597398371345
80,simulated,0.33362717289191957,0.007546863158312665,0.6666666666666666,dilution,122,0.9487187545662205,0.060450597398371345
80,simulated,0.34024287393948416,0.007704934500790483,0.4166666666666667,dilution,122,0.9487187545662205,0.060450597398371345
80,simulated,0.41352843050514143,0.011816668492569767,0.5,dilution,122,0.9487187545662205,0.060450597398371345
80,simulated,0.420144131552706,0.01175675373383332,0.5833333333333334,dilution,122,0.9487187545662205,0.060450597398371345
80,simulated,0.4267598326002706,0.01040980951843481,0.5,dilution,122,0.9487187545662205,0.060450597398371345
80,simulated,0.5000453891659279,0.01405452881305836,0.3333333333333333,dilution,122,0.9487187545662205,0.060450597398371345
80,simulated,0.5066610902134925,0.015296359799396052,0.6666666666666666,dilution,122,0.9487187545662205,0.060450597398371345
80,simulated,0.6773359203398098,0.029666967768590364,1.0,dilution,122,0.9487187545662205,0.060450597398371345
