modality,pilot_n,rep,pi,scale,true_omega2,power,eval_n
gene,10,16,1.0,1.3,0.40139408683214695,1.0,80
gene,10,16,1.0,1.7,0.4599576936935287,1.0,80
gene,10,17,0.5,1.0,0.0,0.05,80
gene,10,17,0.6,1.0,0.012240708263354171,0.55,80
gene,10,17,0.68,1.0,0.06995788374816589,1.0,80
gene,10,17,0.75,1.0,0.079638641526123,1.0,80
gene,10,17,0.82,1.0,0.10926419783076854,1.0,80
gene,10,17,0.88,1.0,0.2767644845174268,1.0,80
gene,10,17,0.93,1.0,0.2672888837848179,1.0,80
gene,10,17,0.97,1.0,0.3517000624733884,1.0,80
gene,10,17,1.0,1.0,0.40314958516637867,1.0,80
gene,10,17,1.0,1.3,0.4013940868321467,1.0,80
gene,10,17,1.0,1.7,0.45995769369352857,1.0,80
gene,10,18,0.5,1.0,0.0,0.05,80
gene,10,18,0.6,1.0,0.012240708263354352,0.6,80
gene,10,18,0.68,1.0,0.06995788374816589,1.0,80
gene,10,18,0.75,1.0,0.079638641526123,1.0,80
gene,10,18,0.82,1.0,0.10926419783076818,1.0,80
gene,10,18,0.88,1.0,0.27676448451742686,1.0,80
gene,10,18,0.93,1.0,0.2672888837848179,1.0,80
gene,10,18,0.97,1.0,0.35170006247338825,1.0,80
gene,10,18,1.0,1.0,0.4031495851663788,1.0,80
gene,10,18,1.0,1.3,0.4013940868321467,1.0,80
gene,10,18,1.0,1.7,0.45995769369352857,1.0,80
gene,10,19,0.5,1.0,0.0,0.1,80
gene,10,19,0.6,1.0,0.012240708263354005,0.575,80
gene,10,19,0.68,1.0,0.06995788374816574,1.0,80
gene,10,19,0.75,1.0,0.07963864152612317,1.0,80
gene,10,19,0.82,1.0,0.10926419783076823,1.0,80
gene,10,19,0.88,1.0,0.2767644845174268,1.0,80
gene,10,19,0.93,1.0,0.26728888378481797,1.0,80
gene,10,19,0.97,1.0,0.3517000624733884,1.0,80
gene,10,19,1.0,1.0,0.40314958516637855,1.0,80
gene,10,19,1.0,1.3,0.4013940868321468,1.0,80
gene,10,19,1.0,1.7,0.4599576936935287,1.0,80
