modality,pilot_n,rep,pi,scale,true_omega2,power,eval_n
gene,10,0,0.5,1.0,0.0,0.05,80
gene,10,0,0.6,1.0,0.012240708263354352,0.6,80
gene,10,0,0.68,1.0,0.06995788374816574,1.0,80
gene,10,0,0.75,1.0,0.07963864152612314,1.0,80
gene,10,0,0.82,1.0,0.10926419783076861,1.0,80
gene,10,0,0.88,1.0,0.2767644845174267,1.0,80
gene,10,0,0.93,1.0,0.2672888837848179,1.0,80
gene,10,0,0.97,1.0,0.35170006247338853,1.0,80
gene,10,0,1.0,1.0,0.4031495851663786,1.0,80
gene,10,0,1.0,1.3,0.401394086832147,1.0,80
gene,10,0,1.0,1.7,0.45995769369352857,1.0,80
gene,10,1,0.5,1.0,0.0,0.05,80
gene,10,1,0.6,1.0,0.012240708263354178,0.6,80
gene,10,1,0.68,1.0,0.06995788374816589,1.0,80
gene,10,1,0.75,1.0,0.07963864152612282,1.0,80
gene,10,1,0.82,1.0,0.10926419783076842,1.0,80
gene,10,1,0.88,1.0,0.2767644845174268,1.0,80
gene,10,1,0.93,1.0,0.26728888378481785,1.0,80
gene,10,1,0.97,1.0,0.35170006247338836,1.0,80
gene,10,1,1.0,1.0,0.4031495851663785,1.0,80
gene,10,1,1.0,1.3,0.40139408683214667,1.0,80
gene,10,1,1.0,1.7,0.4599576936935286,1.0,80
gene,10,2,0.5,1.0,0.0,0.05,80
gene,10,2,0.6,1.0,0.012240708263354355,0.6,80
gene,10,2,0.68,1.0,0.06995788374816574,1.0,80
gene,10,2,0.75,1.0,0.079638641526123,1.0,80
gene,10,2,0.82,1.0,0.10926419783076842,1.0,80
gene,10,2,0.88,1.0,0.2767644845174268,1.0,80
gene,10,2,0.93,1.0,0.26728888378481785,1.0,80
gene,10,2,0.97,1.0,0.3517000624733876,1.0,80
gene,10,2,1.0,1.0,0.4031495851663787,1.0,80
gene,10,2,1.0,1.3,0.4013940868321467,1.0,80
gene,10,2,1.0,1.7,0.4599576936935287,1.0,80
gene,10,3,0.5,1.0,0.0,0.05,80
gene,10,3,0.6,1.0,0.012240708263354352,0.625,80
gene,10,3,0.68,1.0,0.06995788374816557,1.0,80
gene,10,3,0.75,1.0,0.079638641526123,1.0,80
gene,10,3,0.82,1.0,0.10926419783076861,1.0,80
gene,10,3,0.88,1.0,0.27676448451742675,1.0,80
gene,10,3,0.93,1.0,0.2672888837848179,1.0,80
gene,10,3,0.97,1.0,0.35170006247338853,1.0,80
gene,10,3,1.0,1.0,0.4031495851663787,1.0,80
gene,10,3,1.0,1.3,0.4013940868321465,1.0,80
gene,10,3,1.0,1.7,0.4599576936935286,1.0,80
gene,10,4,0.5,1.0,0.0,0.075,80
gene,10,4,0.6,1.0,0.012240708263354348,0.575,80
gene,10,4,0.68,1.0,0.06995788374816589,1.0,80
gene,10,4,0.75,1.0,0.079638641526123,1.0,80
gene,10,4,0.82,1.0,0.10926419783076838,1.0,80
gene,10,4,0.88,1.0,0.27676448451742686,1.0,80
gene,10,4,0.93,1.0,0.2672888837848179,1.0,80
gene,10,4,0.97,1.0,0.35170006247338864,1.0,80
gene,10,4,1.0,1.0,0.40314958516637867,1.0,80
gene,10,4,1.0,1.3,0.40139408683214683,1.0,80
gene,10,4,1.0,1.7,0.45995769369352857,1.0,80
gene,10,5,0.5,1.0,0.0,0.05,80
gene,10,5,0.6,1.0,0.01224070826335417,0.6,80
gene,10,5,0.68,1.0,0.06995788374816574,1.0,80
gene,10,5,0.75,1.0,0.07963864152612317,1.0,80
gene,10,5,0.82,1.0,0.10926419783076838,1.0,80
gene,10,5,0.88,1.0,0.2767644845174266,1.0,80
gene,10,5,0.93,1.0,0.2672888837848179,1.0,80
gene,10,5,0.97,1.0,0.3517000624733884,1.0,80
gene,10,5,1.0,1.0,0.4031495851663788,1.0,80
gene,10,5,1.0,1.3,0.40139408683214667,1.0,80
gene,10,5,1.0,1.7,0.45995769369352874,1.0,80
gene,10,6,0.5,1.0,0.0,0.1,80
gene,10,6,0.6,1.0,0.012240708263354171,0.6,80
gene,10,6,0.68,1.0,0.06995788374816589,1.0,80
gene,10,6,0.75,1.0,0.07963864152612314,1.0,80
gene,10,6,0.82,1.0,0.10926419783076842,1.0,80
gene,10,6,0.88,1.0,0.27676448451742675,1.0,80
gene,10,6,0.93,1.0,0.26728888378481785,1.0,80
gene,10,6,0.97,1.0,0.3517000624733882,1.0,80
gene,10,6,1.0,1.0,0.4031495851663786,1.0,80
gene,10,6,1.0,1.3,0.4013940868321467,1.0,80
gene,10,6,1.0,1.7,0.45995769369352885,1.0,80
gene,10,7,0.5,1.0,0.0,0.075,80
gene,10,7,0.6,1.0,0.012240708263354178,0.575,80
gene,10,7,0.68,1.0,0.06995788374816574,1.0,80
gene,10,7,0.75,1.0,0.07963864152612299,1.0,80
gene,10,7,0.82,1.0,0.10926419783076843,1.0,80
gene,10,7,0.88,1.0,0.2767644845174269,1.0,80
gene,10,7,0.93,1.0,0.2672888837848179,1.0,80
gene,10,7,0.97,1.0,0.3517000624733885,1.0,80
gene,10,7,1.0,1.0,0.4031495851663788,1.0,80
gene,10,7,1.0,1.3,0.40139408683214683,1.0,80
gene,10,7,1.0,1.7,0.4599576936935283,1.0,80
gene,10,8,0.5,1.0,0.0,0.075,80
gene,10,8,0.6,1.0,0.012240708263353998,0.575,80
gene,10,8,0.68,1.0,0.06995788374816574,1.0,80
gene,10,8,0.75,1.0,0.07963864152612303,1.0,80
gene,10,8,0.82,1.0,0.10926419783076859,1.0,80
gene,10,8,0.88,1.0,0.276764484517427,1.0,80
gene,10,8,0.93,1.0,0.26728888378481785,1.0,80
gene,10,8,0.97,1.0,0.35170006247338825,1.0,80
gene,10,8,1.0,1.0,0.40314958516637867,1.0,80
gene,10,8,1.0,1.3,0.40139408683214683,1.0,80
gene,10,8,1.0,1.7,0.4599576936935289,1.0,80
gene,10,9,0.5,1.0,0.0,0.05,80
gene,10,9,0.6,1.0,0.012240708263354175,0.625,80
gene,10,9,0.68,1.0,0.06995788374816571,1.0,80
gene,10,9,0.75,1.0,0.07963864152612317,1.0,80
gene,10,9,0.82,1.0,0.10926419783076842,1.0,80
gene,10,9,0.88,1.0,0.2767644845174267,1.0,80
gene,10,9,0.93,1.0,0.26728888378481797,1.0,80
gene,10,9,0.97,1.0,0.3517000624733885,1.0,80
gene,10,9,1.0,1.0,0.40314958516637867,1.0,80
gene,10,9,1.0,1.3,0.4013940868321465,1.0,80
gene,10,9,1.0,1.7,0.45995769369352857,1.0,80
gene,10,10,0.5,1.0,0.0,0.075,80
gene,10,10,0.6,1.0,0.01224070826335417,0.575,80
gene,10,10,0.68,1.0,0.06995788374816574,1.0,80
gene,10,10,0.75,1.0,0.07963864152612285,1.0,80
gene,10,10,0.82,1.0,0.10926419783076838,1.0,80
gene,10,10,0.88,1.0,0.2767644845174268,1.0,80
gene,10,10,0.93,1.0,0.2672888837848179,1.0,80
gene,10,10,0.97,1.0,0.35170006247338836,1.0,80
gene,10,10,1.0,1.0,0.4031495851663786,1.0,80
gene,10,10,1.0,1.3,0.40139408683214683,1.0,80
gene,10,10,1.0,1.7,0.45995769369352874,1.0,80
gene,10,11,0.5,1.0,0.0,0.05,80
gene,10,11,0.6,1.0,0.012240708263354175,0.575,80
gene,10,11,0.68,1.0,0.06995788374816574,1.0,80
gene,10,11,0.75,1.0,0.07963864152612297,1.0,80
gene,10,11,0.82,1.0,0.10926419783076861,1.0,80
gene,10,11,0.88,1.0,0.2767644845174268,1.0,80
gene,10,11,0.93,1.0,0.2672888837848181,1.0,80
gene,10,11,0.97,1.0,0.35170006247338853,1.0,80
gene,10,11,1.0,1.0,0.40314958516637855,1.0,80
gene,10,11,1.0,1.3,0.4013940868321465,1.0,80
gene,10,11,1.0,1.7,0.45995769369352885,1.0,80
gene,10,12,0.5,1.0,0.0,0.075,80
gene,10,12,0.6,1.0,0.012240708263354352,0.6,80
gene,10,12,0.68,1.0,0.06995788374816589,1.0,80
gene,10,12,0.75,1.0,0.07963864152612321,1.0,80
gene,10,12,0.82,1.0,0.10926419783076842,1.0,80
gene,10,12,0.88,1.0,0.27676448451742663,1.0,80
gene,10,12,0.93,1.0,0.2672888837848179,1.0,80
gene,10,12,0.97,1.0,0.35170006247338853,1.0,80
gene,10,12,1.0,1.0,0.4031495851663786,1.0,80
gene,10,12,1.0,1.3,0.40139408683214656,1.0,80
gene,10,12,1.0,1.7,0.4599576936935286,1.0,80
gene,10,13,0.5,1.0,0.0,0.05,80
gene,10,13,0.6,1.0,0.012240708263354182,0.625,80
gene,10,13,0.68,1.0,0.06995788374816589,1.0,80
gene,10,13,0.75,1.0,0.07963864152612299,1.0,80
gene,10,13,0.82,1.0,0.10926419783076843,1.0,80
gene,10,13,0.88,1.0,0.2767644845174268,1.0,80
gene,10,13,0.93,1.0,0.2672888837848181,1.0,80
gene,10,13,0.97,1.0,0.3517000624733882,1.0,80
gene,10,13,1.0,1.0,0.4031495851663786,1.0,80
gene,10,13,1.0,1.3,0.4013940868321467,1.0,80
gene,10,13,1.0,1.7,0.4599576936935287,1.0,80
gene,10,14,0.5,1.0,0.0,0.05,80
gene,10,14,0.6,1.0,0.012240708263354166,0.575,80
gene,10,14,0.68,1.0,0.06995788374816589,1.0,80
gene,10,14,0.75,1.0,0.07963864152612297,1.0,80
gene,10,14,0.82,1.0,0.10926419783076838,1.0,80
gene,10,14,0.88,1.0,0.27676448451742697,1.0,80
gene,10,14,0.93,1.0,0.2672888837848179,1.0,80
gene,10,14,0.97,1.0,0.3517000624733885,1.0,80
gene,10,14,1.0,1.0,0.4031495851663786,1.0,80
gene,10,14,1.0,1.3,0.40139408683214656,1.0,80
gene,10,14,1.0,1.7,0.4599576936935288,1.0,80
gene,10,15,0.5,1.0,0.0,0.075,80
gene,10,15,0.6,1.0,0.012240708263354175,0.55,80
gene,10,15,0.68,1.0,0.06995788374816574,1.0,80
gene,10,15,0.75,1.0,0.07963864152612303,1.0,80
gene,10,15,0.82,1.0,0.10926419783076859,1.0,80
gene,10,15,0.88,1.0,0.2767644845174267,1.0,80
gene,10,15,0.93,1.0,0.2672888837848179,1.0,80
gene,10,15,0.97,1.0,0.35170006247338853,1.0,80
gene,10,15,1.0,1.0,0.4031495851663788,1.0,80
gene,10,15,1.0,1.3,0.4013940868321468,1.0,80
gene,10,15,1.0,1.7,0.4599576936935286,1.0,80
gene,10,16,0.5,1.0,0.0,0.075,80
gene,10,16,0.6,1.0,0.012240708263354175,0.6,80
gene,10,16,0.68,1.0,0.06995788374816561,1.0,80
gene,10,16,0.75,1.0,0.079638641526123,1.0,80
gene,10,16,0.82,1.0,0.10926419783076845,1.0,80
gene,10,16,0.88,1.0,0.27676448451742675,1.0,80
gene,10,16,0.93,1.0,0.2672888837848178,1.0,80
gene,10,16,0.97,1.0,0.35170006247338836,1.0,80
gene,10,16,1.0,1.0,0.40314958516637855,1.0,80
