pilot_n,fit_status,k,x0,power_at_target_omega2,empirical_alpha
4,ok,18.61784798451561,0.12053753477201108,0.21194232390494688,0.03333333333333333
7,ok,19.124119134591968,0.1230179400131123,0.19838739685552784,0.03333333333333333
10,ok,21.982583582247788,0.11949103464820078,0.17834620819561806,0.03333333333333333
