pilot_n,fit_status,k,x0,power_at_target_omega2,empirical_alpha
7,ok,51.02349750574592,0.04245599504456095,0.5950595627022814,0.05000000000000001
10,ok,61.28435615505632,0.033439651133907664,0.7339761010845696,0.05000000000000001
17,ok,70.57717330840923,0.0365053028424206,0.7216011128974311,0.05000000000000001
