pilot_n,fit_status,k,x0,power_at_target_omega2,empirical_alpha
4,ok,18.452820213741028,0.100709337244189,0.28176361172675707,0.05000000000000001
7,ok,23.4812269714138,0.10711865641450344,0.20731013664822248,0.05000000000000001
10,ok,22.33552045367963,0.10486263893873084,0.2269900749778164,0.05000000000000001
