Taxon,Function,HM405CO,HM405TI,HM406CO,HM406TI,HM417CO,HM417TI,HM421CO,HM421TI,HM422CO1,HM422TI1,HM424CO,HM427CO,HM427TI,HM435CO,HM435TI,HM440CO,HM441CO,HM441TI,HM442CO,HM442TI,HM449CO2,HM449TI,HM450DC,HM450TI,HM455DC,HM458DC,HM460DCA,HM464DC,HM464PC,HM465PC,HM465TI,HM466CO,HM466TI,HM467DC,HM467PC,HM467TI,HM472DC,HM482DCA,HM483DCA,HM483PCA,HM483TIA,HM494DC,HM499PC,HM499TIA,HM500CoAC,HM500CoDC,HM502DCN,HM502PCN,HM502TIN,HM504DCN,HM504PCA,HM504TIN,HM505DCA,HM505PCA,HM505TIN,HM513DCN,HM513PCN,HM513TIN,HM514CoN,HM514DCA,HM514TIN,HM518CoN,HM518DCN,HM518TIA,HM520CoN,HM520DCN,HM523CoN,HM523DCN,HM523TIN,HM527CoN,HM527DCN,HM527TIN,HM528CoN,HM528DCN,HM528TIN,HM531CoN,HM531DCN,HM531TIN,HM533CoA,HM533DCA,HM537DCN,HM537PCN,HM537TIN,HM538DCN,HM538PCN,HM539DCA,HM539PCN,HM539TIA,HM540CoN,HM540DCN,HM540TIN,HM543DCA,HM543PCA,HM543TIN1,HM544DCN,HM544PCN,HM544TIN,HM545DCN,HM545TIN,HM550DCA,HM550PCN,HM557DCN,HM557PCN,HM557TIA,HM558DCN,HM558PCN,HM558TIN,HM560DCA,HM560PCA,HM560TIN,HM561DCN,HM561PCN,HM561TIN,HM562DCA,HM562PCN,HM562TIA,HM563DCN,HM563PCN,HM563TIN,HM564DC,HM564PC,HM564TI,HM565DCN,HM565PCN,HM565TIA,HM567DCA,HM567PCA,HM567TIN,HM568DC,HM568PC,HM568TI,HM569DCA,HM569PCA,HM569TIA,HM572DCN,HM572PCN,HM572TIN,HM573DCA,HM573PCA,HM573TIN,HM574DCA,HM574PCN,HM574TIA,HM576DCN,HM576PCN,HM576TI,HM579DCA,HM579PCA,HM579TIA,HM580DC,HM580PC,HM580TI,HM581DCN,HM581PCN,HM581TI,HM582DCA,HM582PCN,HM582TIN,HM588DCN,HM588PCN,HM588TIA,HM590DCN,HM590PCN,HM590TIN,HM594DCN,HM594PCN,HM594TIN,HM599PCN,HM599TIN,HM601DCN,HM601PCA,HM601TIA,HM602DCA,HM602PCA,HM602TIN,HM607DCN,HM607PCN,HM607TIN,HM609DCN,HM609PCN,HM610DCA,HM610PCN,HM610TIN,HM611DCA,HM611PCN,HM611TIN,HM614DCA,HM614PCN,HM614TIA,HM615DCN,HM615PCN,HM615TIA,HM616DCA,HM616PCA,HM617DCA,HM617PCA,HM617TIN,HM620DCA,HM620PCA,HM620TIN,HM621DCA,HM621PCA,HM621TIN
MGYG000002438,COG0205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45032000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000002438,COG0205,0,0,0,0,0,0,97029000,77657000,12852000,0,0,0,0,59875000,57889000,0,48555000,54059000,0,0,0,0,0,0,29657000,0,132640000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7934300,0,90993000,145400000,186110000,254130000,184210000,402930000,529360000,115500000,0,0,0,24835000,23375000,32752000,14358000,0,9030900,24240000,11604000,0,55412000,12630000,0,10863000,0,6729100,0,0,0,10133000,4688100,0,6462300,0,0,0,0,0,0,0,38165000,0,0,0,0,0,0,0,0,0,0,11686000,0,58068000,33667000,0,0,0,0,0,0,0,0,0,85279000,0,8830900,0,0,0,0,0,0,0,0,0,0,0,542630000,71492000,99265000,0,0,0,0,0,0,10172000,7033200,0,0,0,0,0,0,0,0,0,0,0,0,0,24278000,0,0,31565000,29425000,15475000,0,21874000,6763900,0,7421900,0,0,0,0,0,0,0,22554000,21816000,9475900,12087000,0,0,0,0,0,0,0,0,0,0,45649000,46887000,171380000,151830000,64670000,0,0,0,0,0,0,25004000,0,0,0,0,0,0,0,0,16362000,0,0,0,0
MGYG000002449,COG0205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90026000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000002455,COG0205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19682000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000002478,COG0205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13366000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8938500,7807700,4984200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9705200,0,12036000,24317000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12360000,13291000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000002478,COG0205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52658000,11146000,4822000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9132300,31368000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000002478,COG0205,0,0,0,0,1571000000,562410000,213200000,128920000,389280000,0,0,294090000,482910000,227680000,817720000,0,24152000,109890000,664560000,717140000,2028800000,1076700000,0,378950000,2119700000,14817000,1600400000,315010000,600300000,0,0,75123000,146490000,279810000,264140000,198160000,0,1265600000,51127000,147450000,155760000,292490000,646960000,538210000,199620000,180130000,541830000,419250000,450800000,2565900000,2090200000,332450000,0,0,0,1800700000,1213200000,706230000,636020000,538690000,368950000,1784800000,915070000,73150000,72329000,96881000,551160000,310140000,278500000,955910000,124270000,387650000,1093800000,741010000,899830000,120150000,390910000,256620000,325320000,305330000,299440000,431510000,186250000,366330000,617600000,346830000,168180000,0,1181700000,1341500000,438290000,848620000,637410000,141320000,497790000,475290000,759940000,4571100000,918420000,1392200000,1155700000,1918800000,3753700000,661700000,1371200000,1021800000,1052600000,1447400000,1755900000,40189000,157100000,11711000,36060000,367350000,895520000,178340000,1464600000,969100000,792010000,0,0,0,2597400000,1328700000,2035400000,0,49238000,0,1078900000,1465800000,0,905890000,318610000,50187000,732830000,658100000,151850000,0,0,0,23635000,1486700000,6299400,571530000,231360000,239410000,3765800000,3827500000,632090000,2665800000,2881900000,674750000,94170000,2144300000,611840000,315750000,225860000,50916000,404630000,55719000,19670000,2246000000,1544700000,173060000,14260000,19149000,1766200,1124000000,798240000,0,0,0,0,0,0,349260000,56052000,35573000,1014000000,1768500000,373240000,150450000,265890000,0,852390000,322850000,718940000,1269000000,0,598220000,218920000,40288000,0,0,0,0,0,992030000,489180000,244050000,0,3946100000,7928800000
MGYG000002545,COG0205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7507200,0,0,0,6472400,0,0,0,0,50470000,0,0,0,0,0,0,0,0,0,255030000,502130000,240960000,64968000,0,0,0,0,0,0,0,0,22014000,0,0,0,0,11873000,0,0,0,9910900,0,0,0,0,0,0,0,0,6689600,0,0,0,0,0,0,0,0,0,0,0,94295000,56502000,89205000,0,0,0,0,0,0,0,11478000,0,0,0,9891800,18217000,0,26000000,0,70166000,53711000,0,0,0,0,0,0,0,0,0,0,0,0,0,12706000,0,0,0,0,0,0,0,9716000,9447800,11412000,0,0,0,13997000,0,0,0,0,0,4956800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16316000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210600000,94320000,0,0,0,0,0,0,0,0,0,0,7630400,0,0,0,0,64978000,0,0,0,0,0,0,0,0,0,0,0,0,64358000,69357000,46624000,0,0,0
MGYG000002549,COG0205,0,0,0,0,15831000,38721000,0,0,0,0,0,0,0,0,0,0,0,0,44231000,53267000,23746000,17093000,0,0,0,0,0,107430000,45270000,0,0,0,3478100,0,0,0,0,0,0,0,0,0,0,0,0,0,111700000,0,25710000,10188000,139500000,39157000,0,0,0,8996900,105260000,8607800,0,0,0,0,0,0,11076000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3686400,26030000,0,16084000,0,0,13918000,12361000,0,0,6563000,0,0,0,0,0,0,0,0,0,0,0,40238000,51981000,0,0,0,0,0,0,0,0,0,0,13162000,14928000,60200000,0,0,0,0,0,0,114420000,0,0,0,65390000,21316000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15614000,25587000,0,0,0,10327000,9121400,0,0,0,0,0,110470000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9292200,0,0,0,0,44317000,0,0,7268800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000002561,COG0205,0,0,0,0,0,0,0,0,0,0,0,0,5396800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10137000,6124500,0,0,0,0,0,0,0,0,0,0,0,46282000,2503000,0,0,0,0,0,0,0,2853600,0,0,0,0,3132800,0,2254900,0,4038200,0,0,7536800,11758000,0,0,0,0,3711600,8706800,0,18287000,29166000,0,6715600,0,0,0,0,0,0,4810400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5160600,0,0,0,0,0,0,0,0,0,0,0,14475000,3569700,6119200,11463000,17425000,0,0,0,0,0,0,0,0,0,0,3785500,0,0,0,0,0,12936000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000002570,COG0205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5046400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20996000,37254000,0,0,0,0,0,0,0,0,0,23065000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000002585,COG0205,0,0,0,0,0,0,34366000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44196000,0,259080000,184790000,243590000,67055000,45290000,0,0,0,0,0,26497000,0,0,0,0,0,0,0,0,0,0,0,0,43625000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15027000,0,0,0,0,0,0,0,0,0,0,0,49977000,0,0,0,0,0,0,0,0,0,31886000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101290000,0,0,0,29582000,0,0,0,0,0,0,0,0,5889000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000002621,COG0205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33727000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53546000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000002653,COG0205,0,0,0,0,0,0,0,63058000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34326000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30264000,45561000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000002718,COG0205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8624600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20194000,0,451560000,0,0,5453700,10903000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13501000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8706800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7679800,0,0,0,0,0,7590500,0,0,0,0,0,5336300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25537000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000002960,COG0205,0,0,0,0,85799000,0,1482800000,1239900000,0,0,0,0,0,0,0,0,29812000,25834000,0,0,0,0,0,41301000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548290000,615230000,473780000,0,16318000,21344000,11008000,0,205610000,219940000,173670000,174040000,15179000,0,0,0,0,28337000,101290000,28799000,15142000,0,0,0,0,0,22121000,26587000,113210000,268930000,87513000,0,0,0,12838000,8848800,143450000,0,12114000,0,11128000,7553800,9473900,0,10255000,6685000,22751000,0,0,0,0,3070400,7919700,7831900,0,0,0,0,74779000,0,0,0,0,31084000,73267000,0,0,0,25674000,0,0,0,0,0,0,0,34003000,0,0,0,8276300,0,0,0,34322000,0,0,0,0,0,66601000,99646000,0,0,0,0,0,0,0,0,0,0,0,132040000,0,0,0,0,15715000,138530000,92572000,19412000,0,0,0,41036000,0,11640000,7983200,0,0,0,0,71090000,26601000,0,1172600000,943620000,470580000,17146000,0,0,0,0,0,0,0,0,0,0,0,16624000,46185000,62401000,0,0,0,0,0,0,0,13698000,6739500,0,0,0,0,0,0,18144000,8805300,0,0,0,42825000
MGYG000003064,COG0205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5965000,0,0,0,0,10994000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26244000,0,0,0,18502000,113140000,76956000,69850000,0,54982000,0,0,0,0,0,0,0,0,0,0,11740000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20256000,20976000,28696000,0,0,0,0,0,0,10883000,0,0,0,0,0,0,0,0,0,0,0,0,19861000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21988000,0,0,0,0,0,14845000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17267000,0,0,0,0,21326000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17847000,0
MGYG000003282,COG0205,0,0,0,0,0,0,203060000,175120000,0,0,0,0,0,14118000,0,0,0,0,0,0,123030000,67692000,0,0,0,0,0,0,0,0,0,0,4290600,0,0,0,0,0,65693000,57202000,34145000,0,0,0,0,0,0,0,0,10999000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5639600,20570000,0,0,0,0,36102000,64582000,33841000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62109000,42444000,13579000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162060000,106650000,30341000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9381000,4996800,0,0,0,0
MGYG000003497,COG0205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21265000,0,0,0,10330000,0,0,0,0,0,0,0,0,0,0,0,0,0,27981000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000003561,COG0205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8796200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11050000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000003656,COG0205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14934000,33038000,26553000,0,32552000,0,0,11981000,0,0,0,0,0,0,14202000,12719000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40534000,28157000,49327000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000003676,COG0205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7705500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7504400,13480000,18048000,0,0,0,0,0,0,0,0,0,0,0,10868000,8820000,0,0,0,0,15501000,10716000,0,0,0,0,0,0,18183000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000003676,COG0205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21718000,27059000,0,0,0,0,0,0,0,0,0,0,0,22359000,0,0,0,0,0,0,0,0,0,0,0,0,0,35870000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13352000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000003684,COG0205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14235000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11005000,8708000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000003702,COG0205,0,0,0,0,0,0,149730000,66043000,0,0,0,0,0,8765600,0,0,2549900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56573000,79702000,0,122830000,94418000,306590000,395060000,89317000,16311000,0,0,0,0,0,0,0,0,0,0,326970000,295910000,86231000,43545000,52717000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86520000,199850000,53643000,7726200,0,0,0,0,0,0,0,8069200,0,0,237720000,322600000,219790000,0,0,0,5159300,0,0,0,23830000,70819000,0,15721000,49854000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8032100,8081400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20072000,0,0,0,0,0,0,0,0,0,0,0,0,3572900,0,5033000,0,0,0,0,0,0,0,0,0,0,0,49015000,50583000,0,0,0,0,0,0,0,3507800,0,0,0,0,0,0,0,0,10062000,0,0,0,0
MGYG000003754,COG0205,0,0,0,0,0,0,0,0,0,0,20212000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14694000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9443000,243860000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4976200,14656000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000003813,COG0205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50601000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
